Dimension,Target Ratio,b,alpha,k,DW-PMAD Accuracy,PCA Accuracy,Better Method
28,0.1,50,50,10,0.116,0.1229,pca
28,0.1,100,10,10,0.1228,0.1229,pca
28,0.1,50,10,10,0.1161,0.1229,pca
28,0.1,1,25,10,0.1104,0.1229,pca
28,0.1,10,10,10,0.1112,0.1229,pca
28,0.1,30,25,10,0.1131,0.1229,pca
28,0.1,100,50,10,0.1226,0.1229,pca
28,0.1,30,5,10,0.1132,0.1229,pca
28,0.1,50,1,10,0.1163,0.1229,pca
28,0.1,10,50,10,0.111,0.1229,pca
28,0.1,75,5,10,0.1209,0.1229,pca
28,0.2,1,5,10,0.2043,0.2655,pca
28,0.1,100,1,15,0.15806666666666666,0.15813333333333332,pca
28,0.1,1,5,15,0.14446666666666666,0.15813333333333332,pca
28,0.1,10,1,15,0.14326666666666665,0.15813333333333332,pca
28,0.1,75,25,15,0.15826666666666667,0.15813333333333332,dw_pmad
28,0.1,50,50,15,0.14833333333333334,0.15813333333333332,pca
28,0.1,100,10,15,0.1582,0.15813333333333332,dw_pmad
28,0.1,50,10,15,0.14846666666666666,0.15813333333333332,pca
28,0.1,1,25,15,0.14706666666666668,0.15813333333333332,pca
28,0.1,10,10,15,0.14326666666666665,0.15813333333333332,pca
28,0.1,30,25,15,0.14346666666666666,0.15813333333333332,pca
28,0.1,30,5,15,0.14346666666666666,0.15813333333333332,pca
28,0.1,100,50,15,0.15813333333333332,0.15813333333333332,pca
28,0.1,50,1,15,0.14846666666666666,0.15813333333333332,pca
28,0.1,10,50,15,0.14293333333333333,0.15813333333333332,pca
28,0.1,75,5,15,0.15766666666666668,0.15813333333333332,pca
28,0.2,1,5,15,0.24693333333333334,0.31406666666666666,pca
28,0.2,1,10,3,0.12166666666666667,0.165,pca
28,0.2,1,50,3,0.113,0.165,pca
28,0.2,10,25,3,0.12166666666666667,0.165,pca
28,0.2,30,1,3,0.127,0.165,pca
28,0.2,10,5,3,0.125,0.165,pca
28,0.2,30,10,3,0.12533333333333332,0.165,pca
28,0.2,100,5,3,0.16466666666666666,0.165,pca
28,0.2,50,5,3,0.157,0.165,pca
28,0.2,75,1,3,0.159,0.165,pca
28,0.2,30,50,3,0.12566666666666668,0.165,pca
28,0.2,100,25,3,0.16466666666666666,0.165,pca
28,0.2,75,50,3,0.15533333333333332,0.165,pca
28,0.2,75,10,3,0.158,0.165,pca
28,0.2,50,25,3,0.157,0.165,pca
28,0.4,1,10,3,0.272,0.404,pca
28,0.4,1,1,3,0.265,0.404,pca
28,0.2,1,10,6,0.16033333333333333,0.2195,pca
28,0.2,1,50,6,0.16066666666666668,0.2195,pca
28,0.2,10,25,6,0.16133333333333333,0.2195,pca
28,0.2,30,1,6,0.1715,0.2195,pca
28,0.2,10,5,6,0.16233333333333333,0.2195,pca
28,0.2,30,10,6,0.17333333333333334,0.2195,pca
28,0.2,100,5,6,0.22016666666666668,0.2195,dw_pmad
28,0.2,50,5,6,0.20483333333333334,0.2195,pca
28,0.2,75,1,6,0.21483333333333332,0.2195,pca
28,0.2,30,50,6,0.16916666666666666,0.2195,pca
28,0.2,100,25,6,0.22083333333333333,0.2195,dw_pmad
