Dimension,Target Ratio,b,alpha,k,DW-PMAD Accuracy,PCA Accuracy,Better Method
28,0.6,50,25,3,0.5996666666666667,0.5966666666666667,dw_pmad
28,0.6,70,5,6,0.6558333333333334,0.6483333333333333,dw_pmad
28,0.6,70,25,6,0.6555,0.6483333333333333,dw_pmad
28,0.6,50,50,6,0.6466666666666666,0.6483333333333333,pca
28,0.6,85,1,6,0.21283333333333335,0.6483333333333333,pca
28,0.6,85,10,6,0.654,0.6483333333333333,dw_pmad
28,0.6,100,5,6,0.649,0.6483333333333333,dw_pmad
28,0.6,100,25,6,0.6486666666666666,0.6483333333333333,dw_pmad
28,0.6,85,50,6,0.6573333333333333,0.6483333333333333,dw_pmad
28,0.6,50,5,6,0.649,0.6483333333333333,dw_pmad
28,0.6,50,25,6,0.6528333333333334,0.6483333333333333,dw_pmad
28,0.6,70,5,10,0.6879,0.6829,dw_pmad
28,0.6,70,25,10,0.6907,0.6829,dw_pmad
28,0.6,50,50,10,0.6841,0.6829,dw_pmad
28,0.6,85,1,10,0.2538,0.6829,pca
28,0.6,85,10,10,0.6854,0.6829,dw_pmad
28,0.6,100,5,10,0.6828,0.6829,pca
28,0.6,100,25,10,0.6836,0.6829,dw_pmad
28,0.6,85,50,10,0.6882,0.6829,dw_pmad
28,0.6,50,5,10,0.6838,0.6829,dw_pmad
28,0.6,50,25,10,0.6863,0.6829,dw_pmad
28,0.6,70,5,15,0.7160666666666666,0.7140666666666666,dw_pmad
28,0.6,70,25,15,0.7163333333333334,0.7140666666666666,dw_pmad
28,0.6,50,50,15,0.7106,0.7140666666666666,pca
28,0.6,85,1,15,0.2864,0.7140666666666666,pca
28,0.6,85,10,15,0.7162666666666667,0.7140666666666666,dw_pmad
28,0.6,100,5,15,0.7152666666666667,0.7140666666666666,dw_pmad
28,0.6,100,25,15,0.7136,0.7140666666666666,pca
28,0.6,85,50,15,0.7151333333333333,0.7140666666666666,dw_pmad
28,0.6,50,5,15,0.7147333333333333,0.7140666666666666,dw_pmad
28,0.6,50,25,15,0.7147333333333333,0.7140666666666666,dw_pmad
28,0.6,100,10,3,0.5973333333333334,0.5966666666666667,dw_pmad
28,0.6,100,50,3,0.593,0.5966666666666667,pca
28,0.6,100,1,3,0.5326666666666666,0.5966666666666667,pca
28,0.6,70,50,3,0.588,0.5966666666666667,pca
28,0.6,85,5,3,0.47533333333333333,0.5966666666666667,pca
28,0.6,70,1,3,0.08533333333333333,0.5966666666666667,pca
28,0.6,70,10,3,0.5936666666666667,0.5966666666666667,pca
28,0.6,85,25,3,0.5973333333333334,0.5966666666666667,dw_pmad
28,0.6,100,10,6,0.65,0.6483333333333333,dw_pmad
28,0.6,100,50,6,0.6513333333333333,0.6483333333333333,dw_pmad
28,0.6,100,1,6,0.5838333333333333,0.6483333333333333,pca
28,0.6,70,50,6,0.646,0.6483333333333333,pca
28,0.6,85,5,6,0.5353333333333333,0.6483333333333333,pca
28,0.6,70,1,6,0.11766666666666667,0.6483333333333333,pca
28,0.6,70,10,6,0.655,0.6483333333333333,dw_pmad
28,0.6,85,25,6,0.6533333333333333,0.6483333333333333,dw_pmad
