Dimension,Target Ratio,b,alpha,k,MPAD Accuracy,PCA Accuracy,UMAP Accuracy,Isomap Accuracy,KernelPCA Accuracy,MDS Accuracy,Better Method,DW-PMAD Time (s),PCA Time (s),UMAP Time (s),Isomap Time (s),KernelPCA Time (s),MDS Time (s),Autoencoder Accuracy,FastICA Accuracy,FeatureAgglomeration Accuracy,LLE Accuracy,NMF Accuracy,RandomProjection Accuracy,VAE Accuracy,tSNE Accuracy,Autoencoder MethodTime(s),FastICA MethodTime(s),FeatureAgglomeration MethodTime(s),LLE MethodTime(s),NMF MethodTime(s),RandomProjection MethodTime(s),VAE MethodTime(s),tSNE MethodTime(s),LSH Accuracy,LSH MethodTime(s)
200,0.1,80,35,3,0.199444444,0.243888889,0.261666667,0.166666667,0.133888889,0.227777778,umap,123.6723834,0.012264326,3.244450327,0.31562589,0.331492819,9.947502136,0.1505555555555555,0.2372222222222222,0.1672222222222222,0.1838888888888888,0.2011111111111111,0.1938888888888889,0.1927777777777777,0.1444444444444444,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.036666667,0.0015214
200,0.1,80,35,6,0.19,0.254444444,0.263888889,0.198888889,0.113333333,0.2525,umap,123.6723834,0.012264326,3.244450327,0.31562589,0.331492819,9.947502136,0.1502777777777778,0.2555555555555555,0.1563888888888888,0.1502777777777778,0.2127777777777778,0.1747222222222222,0.1863888888888888,0.1502777777777778,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.043888889,0.0015214
200,0.1,80,35,10,0.203666667,0.285833333,0.2475,0.186833333,0.104166667,0.286,mds,123.6723834,0.012264326,3.244450327,0.31562589,0.331492819,9.947502136,0.1633333333333333,0.2893333333333333,0.1703333333333333,0.124,0.2363333333333333,0.1836666666666666,0.2015,0.159,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.058333333,0.0015214
200,0.1,80,35,15,0.227333333,0.321,0.245222222,0.174333333,0.102888889,0.326555556,mds,123.6723834,0.012264326,3.244450327,0.31562589,0.331492819,9.947502136,0.1865555555555555,0.3187777777777777,0.1882222222222222,0.1053333333333333,0.272,0.1998888888888889,0.2291111111111111,0.1655555555555555,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.072222222,0.0015214
200,0.1,80,50,1,0.318333333,0.315,0.271666667,0.253333333,0.26,0.306666667,dw_pmad,205.2215068,0.011771386,3.180350166,0.336317646,0.31889379,10.1344007,0.2616666666666666,0.3183333333333333,0.28,0.28,0.2933333333333333,0.3083333333333333,0.3066666666666666,0.1283333333333333,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.03,0.0015214
200,0.1,80,50,3,0.201111111,0.243888889,0.261666667,0.166666667,0.133888889,0.227777778,umap,205.2215068,0.011771386,3.180350166,0.336317646,0.31889379,10.1344007,0.1505555555555555,0.2372222222222222,0.1672222222222222,0.1838888888888888,0.2011111111111111,0.1938888888888889,0.1927777777777777,0.1444444444444444,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.036666667,0.0015214
200,0.1,80,50,6,0.188611111,0.254444444,0.263888889,0.198888889,0.113333333,0.2525,umap,205.2215068,0.011771386,3.180350166,0.336317646,0.31889379,10.1344007,0.1502777777777778,0.2555555555555555,0.1563888888888888,0.1502777777777778,0.2127777777777778,0.1747222222222222,0.1863888888888888,0.1502777777777778,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.043888889,0.0015214
200,0.1,80,50,10,0.204166667,0.285833333,0.2475,0.186833333,0.104166667,0.286,mds,205.2215068,0.011771386,3.180350166,0.336317646,0.31889379,10.1344007,0.1633333333333333,0.2893333333333333,0.1703333333333333,0.124,0.2363333333333333,0.1836666666666666,0.2015,0.159,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.058333333,0.0015214
200,0.1,80,50,15,0.230222222,0.321,0.245222222,0.174333333,0.102888889,0.326555556,mds,205.2215068,0.011771386,3.180350166,0.336317646,0.31889379,10.1344007,0.1865555555555555,0.3187777777777777,0.1882222222222222,0.1053333333333333,0.272,0.1998888888888889,0.2291111111111111,0.1655555555555555,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.072222222,0.0015214
200,0.1,80,10000,1,0.313333333,0.315,0.271666667,0.253333333,0.26,0.306666667,pca,199.7934794,0.008923244,3.196105997,0.356877851,0.327788824,10.07198053,0.2616666666666666,0.3183333333333333,0.28,0.28,0.2933333333333333,0.3083333333333333,0.3066666666666666,0.1283333333333333,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.03,0.0015214
200,0.1,80,10000,3,0.201111111,0.243888889,0.261666667,0.166666667,0.133888889,0.227777778,umap,199.7934794,0.008923244,3.196105997,0.356877851,0.327788824,10.07198053,0.1505555555555555,0.2372222222222222,0.1672222222222222,0.1838888888888888,0.2011111111111111,0.1938888888888889,0.1927777777777777,0.1444444444444444,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.036666667,0.0015214
200,0.1,80,10000,6,0.19,0.254444444,0.263888889,0.198888889,0.113333333,0.2525,umap,199.7934794,0.008923244,3.196105997,0.356877851,0.327788824,10.07198053,0.1502777777777778,0.2555555555555555,0.1563888888888888,0.1502777777777778,0.2127777777777778,0.1747222222222222,0.1863888888888888,0.1502777777777778,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.043888889,0.0015214
200,0.1,80,10000,10,0.203,0.285833333,0.2475,0.186833333,0.104166667,0.286,mds,199.7934794,0.008923244,3.196105997,0.356877851,0.327788824,10.07198053,0.1633333333333333,0.2893333333333333,0.1703333333333333,0.124,0.2363333333333333,0.1836666666666666,0.2015,0.159,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.058333333,0.0015214
200,0.1,80,10000,15,0.23,0.321,0.245222222,0.174333333,0.102888889,0.326555556,mds,199.7934794,0.008923244,3.196105997,0.356877851,0.327788824,10.07198053,0.1865555555555555,0.3187777777777777,0.1882222222222222,0.1053333333333333,0.272,0.1998888888888889,0.2291111111111111,0.1655555555555555,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.072222222,0.0015214
200,0.2,80,1,1,0.398333333,0.4,0.285,0.28,0.295,0.366666667,pca,226.9118325,0.252424818,3.545286946,0.450768439,0.351822398,11.55973295,0.315,0.3983333333333333,0.3266666666666666,0.3033333333333333,0.3783333333333333,0.38,0.33,0.2066666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.07,0.0014693
200,0.2,80,1,3,0.317222222,0.378333333,0.267222222,0.256111111,0.180555556,0.331111111,pca,226.9118325,0.252424818,3.545286946,0.450768439,0.351822398,11.55973295,0.2088888888888889,0.3827777777777778,0.2372222222222222,0.2,0.2816666666666667,0.2916666666666667,0.2172222222222222,0.1616666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.074444444,0.0014693
200,0.2,80,1,6,0.333055556,0.413611111,0.268055556,0.313888889,0.149444444,0.360277778,pca,226.9118325,0.252424818,3.545286946,0.450768439,0.351822398,11.55973295,0.2180555555555555,0.4141666666666667,0.2352777777777777,0.165,0.2955555555555555,0.2822222222222222,0.2272222222222222,0.1575,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.089444444,0.0014693
200,0.2,80,1,10,0.344833333,0.4475,0.2485,0.260666667,0.142666667,0.4035,pca,226.9118325,0.252424818,3.545286946,0.450768439,0.351822398,11.55973295,0.2388333333333333,0.4526666666666666,0.2645,0.1355,0.3183333333333333,0.297,0.2536666666666666,0.1535,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.101666667,0.0014693
200,0.2,80,1,15,0.372,0.485,0.250444444,0.23,0.140666667,0.451222222,pca,226.9118325,0.252424818,3.545286946,0.450768439,0.351822398,11.55973295,0.2653333333333333,0.4855555555555556,0.2891111111111111,0.1194444444444444,0.3427777777777778,0.3253333333333333,0.2767777777777778,0.1553333333333333,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.112444444,0.0014693
200,0.2,80,6,1,0.39,0.4,0.285,0.28,0.295,0.366666667,pca,338.1302506,0.383137241,3.533272403,0.370788914,0.315897738,10.30786393,0.315,0.3983333333333333,0.3266666666666666,0.3033333333333333,0.3783333333333333,0.38,0.33,0.2066666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.07,0.0014693
200,0.2,80,6,3,0.318333333,0.378333333,0.267222222,0.256111111,0.180555556,0.331111111,pca,338.1302506,0.383137241,3.533272403,0.370788914,0.315897738,10.30786393,0.2088888888888889,0.3827777777777778,0.2372222222222222,0.2,0.2816666666666667,0.2916666666666667,0.2172222222222222,0.1616666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.074444444,0.0014693
200,0.2,80,6,6,0.330555556,0.413611111,0.268055556,0.313888889,0.149444444,0.360277778,pca,338.1302506,0.383137241,3.533272403,0.370788914,0.315897738,10.30786393,0.2180555555555555,0.4141666666666667,0.2352777777777777,0.165,0.2955555555555555,0.2822222222222222,0.2272222222222222,0.1575,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.089444444,0.0014693
200,0.2,80,6,10,0.3445,0.4475,0.2485,0.260666667,0.142666667,0.4035,pca,338.1302506,0.383137241,3.533272403,0.370788914,0.315897738,10.30786393,0.2388333333333333,0.4526666666666666,0.2645,0.1355,0.3183333333333333,0.297,0.2536666666666666,0.1535,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.101666667,0.0014693
200,0.2,80,6,15,0.369333333,0.485,0.250444444,0.23,0.140666667,0.451222222,pca,338.1302506,0.383137241,3.533272403,0.370788914,0.315897738,10.30786393,0.2653333333333333,0.4855555555555556,0.2891111111111111,0.1194444444444444,0.3427777777777778,0.3253333333333333,0.2767777777777778,0.1553333333333333,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.112444444,0.0014693
200,0.2,80,12,1,0.393333333,0.4,0.285,0.28,0.295,0.366666667,pca,288.5040059,0.322642545,3.562420056,0.37355933,0.31882502,10.30897552,0.315,0.3983333333333333,0.3266666666666666,0.3033333333333333,0.3783333333333333,0.38,0.33,0.2066666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.07,0.0014693
200,0.2,80,12,3,0.321666667,0.378333333,0.267222222,0.256111111,0.180555556,0.331111111,pca,288.5040059,0.322642545,3.562420056,0.37355933,0.31882502,10.30897552,0.2088888888888889,0.3827777777777778,0.2372222222222222,0.2,0.2816666666666667,0.2916666666666667,0.2172222222222222,0.1616666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.074444444,0.0014693
200,0.2,80,12,6,0.330833333,0.413611111,0.268055556,0.313888889,0.149444444,0.360277778,pca,288.5040059,0.322642545,3.562420056,0.37355933,0.31882502,10.30897552,0.2180555555555555,0.4141666666666667,0.2352777777777777,0.165,0.2955555555555555,0.2822222222222222,0.2272222222222222,0.1575,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.089444444,0.0014693
200,0.2,80,12,10,0.343,0.4475,0.2485,0.260666667,0.142666667,0.4035,pca,288.5040059,0.322642545,3.562420056,0.37355933,0.31882502,10.30897552,0.2388333333333333,0.4526666666666666,0.2645,0.1355,0.3183333333333333,0.297,0.2536666666666666,0.1535,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.101666667,0.0014693
200,0.2,80,12,15,0.369222222,0.485,0.250444444,0.23,0.140666667,0.451222222,pca,288.5040059,0.322642545,3.562420056,0.37355933,0.31882502,10.30897552,0.2653333333333333,0.4855555555555556,0.2891111111111111,0.1194444444444444,0.3427777777777778,0.3253333333333333,0.2767777777777778,0.1553333333333333,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.112444444,0.0014693
200,0.2,80,18,1,0.386666667,0.4,0.285,0.28,0.295,0.366666667,pca,376.8757919,0.297222939,3.542285027,0.37537367,0.387820571,10.51190413,0.315,0.3983333333333333,0.3266666666666666,0.3033333333333333,0.3783333333333333,0.38,0.33,0.2066666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.07,0.0014693
200,0.2,80,18,3,0.317222222,0.378333333,0.267222222,0.256111111,0.180555556,0.331111111,pca,376.8757919,0.297222939,3.542285027,0.37537367,0.387820571,10.51190413,0.2088888888888889,0.3827777777777778,0.2372222222222222,0.2,0.2816666666666667,0.2916666666666667,0.2172222222222222,0.1616666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.074444444,0.0014693
200,0.2,80,18,6,0.333333333,0.413611111,0.268055556,0.313888889,0.149444444,0.360277778,pca,376.8757919,0.297222939,3.542285027,0.37537367,0.387820571,10.51190413,0.2180555555555555,0.4141666666666667,0.2352777777777777,0.165,0.2955555555555555,0.2822222222222222,0.2272222222222222,0.1575,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.089444444,0.0014693
200,0.2,80,18,10,0.343833333,0.4475,0.2485,0.260666667,0.142666667,0.4035,pca,376.8757919,0.297222939,3.542285027,0.37537367,0.387820571,10.51190413,0.2388333333333333,0.4526666666666666,0.2645,0.1355,0.3183333333333333,0.297,0.2536666666666666,0.1535,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.101666667,0.0014693
200,0.2,80,18,15,0.370888889,0.485,0.250444444,0.23,0.140666667,0.451222222,pca,376.8757919,0.297222939,3.542285027,0.37537367,0.387820571,10.51190413,0.2653333333333333,0.4855555555555556,0.2891111111111111,0.1194444444444444,0.3427777777777778,0.3253333333333333,0.2767777777777778,0.1553333333333333,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.112444444,0.0014693
200,0.2,80,25,1,0.395,0.4,0.285,0.28,0.295,0.366666667,pca,313.0622704,0.277019806,3.525224255,0.414542984,0.314716035,10.36106838,0.315,0.3983333333333333,0.3266666666666666,0.3033333333333333,0.3783333333333333,0.38,0.33,0.2066666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.07,0.0014693
200,0.2,80,25,3,0.321666667,0.378333333,0.267222222,0.256111111,0.180555556,0.331111111,pca,313.0622704,0.277019806,3.525224255,0.414542984,0.314716035,10.36106838,0.2088888888888889,0.3827777777777778,0.2372222222222222,0.2,0.2816666666666667,0.2916666666666667,0.2172222222222222,0.1616666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.074444444,0.0014693
200,0.2,80,25,6,0.330277778,0.413611111,0.268055556,0.313888889,0.149444444,0.360277778,pca,313.0622704,0.277019806,3.525224255,0.414542984,0.314716035,10.36106838,0.2180555555555555,0.4141666666666667,0.2352777777777777,0.165,0.2955555555555555,0.2822222222222222,0.2272222222222222,0.1575,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.089444444,0.0014693
200,0.2,80,25,10,0.345666667,0.4475,0.2485,0.260666667,0.142666667,0.4035,pca,313.0622704,0.277019806,3.525224255,0.414542984,0.314716035,10.36106838,0.2388333333333333,0.4526666666666666,0.2645,0.1355,0.3183333333333333,0.297,0.2536666666666666,0.1535,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.101666667,0.0014693
200,0.2,80,25,15,0.369444444,0.485,0.250444444,0.23,0.140666667,0.451222222,pca,313.0622704,0.277019806,3.525224255,0.414542984,0.314716035,10.36106838,0.2653333333333333,0.4855555555555556,0.2891111111111111,0.1194444444444444,0.3427777777777778,0.3253333333333333,0.2767777777777778,0.1553333333333333,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.112444444,0.0014693
200,0.2,80,35,1,0.393333333,0.4,0.285,0.28,0.295,0.366666667,pca,301.9691002,0.275196591,3.543179883,0.385006213,0.309805767,10.28176317,0.315,0.3983333333333333,0.3266666666666666,0.3033333333333333,0.3783333333333333,0.38,0.33,0.2066666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.07,0.0014693
200,0.2,80,35,3,0.321111111,0.378333333,0.267222222,0.256111111,0.180555556,0.331111111,pca,301.9691002,0.275196591,3.543179883,0.385006213,0.309805767,10.28176317,0.2088888888888889,0.3827777777777778,0.2372222222222222,0.2,0.2816666666666667,0.2916666666666667,0.2172222222222222,0.1616666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.074444444,0.0014693
200,0.2,80,35,6,0.3275,0.413611111,0.268055556,0.313888889,0.149444444,0.360277778,pca,301.9691002,0.275196591,3.543179883,0.385006213,0.309805767,10.28176317,0.2180555555555555,0.4141666666666667,0.2352777777777777,0.165,0.2955555555555555,0.2822222222222222,0.2272222222222222,0.1575,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.089444444,0.0014693
200,0.2,80,35,10,0.343333333,0.4475,0.2485,0.260666667,0.142666667,0.4035,pca,301.9691002,0.275196591,3.543179883,0.385006213,0.309805767,10.28176317,0.2388333333333333,0.4526666666666666,0.2645,0.1355,0.3183333333333333,0.297,0.2536666666666666,0.1535,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.101666667,0.0014693
200,0.2,80,35,15,0.368111111,0.485,0.250444444,0.23,0.140666667,0.451222222,pca,301.9691002,0.275196591,3.543179883,0.385006213,0.309805767,10.28176317,0.2653333333333333,0.4855555555555556,0.2891111111111111,0.1194444444444444,0.3427777777777778,0.3253333333333333,0.2767777777777778,0.1553333333333333,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.112444444,0.0014693
200,0.2,80,50,1,0.393333333,0.4,0.285,0.28,0.295,0.366666667,pca,381.9173794,0.343255045,3.560447374,0.371535004,0.443887128,10.3998327,0.315,0.3983333333333333,0.3266666666666666,0.3033333333333333,0.3783333333333333,0.38,0.33,0.2066666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.07,0.0014693
200,0.2,80,50,3,0.318888889,0.378333333,0.267222222,0.256111111,0.180555556,0.331111111,pca,381.9173794,0.343255045,3.560447374,0.371535004,0.443887128,10.3998327,0.2088888888888889,0.3827777777777778,0.2372222222222222,0.2,0.2816666666666667,0.2916666666666667,0.2172222222222222,0.1616666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.074444444,0.0014693
200,0.2,80,50,6,0.328333333,0.413611111,0.268055556,0.313888889,0.149444444,0.360277778,pca,381.9173794,0.343255045,3.560447374,0.371535004,0.443887128,10.3998327,0.2180555555555555,0.4141666666666667,0.2352777777777777,0.165,0.2955555555555555,0.2822222222222222,0.2272222222222222,0.1575,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.089444444,0.0014693
200,0.2,80,50,10,0.342166667,0.4475,0.2485,0.260666667,0.142666667,0.4035,pca,381.9173794,0.343255045,3.560447374,0.371535004,0.443887128,10.3998327,0.2388333333333333,0.4526666666666666,0.2645,0.1355,0.3183333333333333,0.297,0.2536666666666666,0.1535,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.101666667,0.0014693
200,0.2,80,50,15,0.368333333,0.485,0.250444444,0.23,0.140666667,0.451222222,pca,381.9173794,0.343255045,3.560447374,0.371535004,0.443887128,10.3998327,0.2653333333333333,0.4855555555555556,0.2891111111111111,0.1194444444444444,0.3427777777777778,0.3253333333333333,0.2767777777777778,0.1553333333333333,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.112444444,0.0014693
200,0.2,80,10000,1,0.396666667,0.4,0.285,0.28,0.295,0.366666667,pca,431.5437513,0.268379694,3.533246942,0.770147569,0.313869642,10.40169758,0.315,0.3983333333333333,0.3266666666666666,0.3033333333333333,0.3783333333333333,0.38,0.33,0.2066666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.07,0.0014693
200,0.2,80,10000,3,0.319444444,0.378333333,0.267222222,0.256111111,0.180555556,0.331111111,pca,431.5437513,0.268379694,3.533246942,0.770147569,0.313869642,10.40169758,0.2088888888888889,0.3827777777777778,0.2372222222222222,0.2,0.2816666666666667,0.2916666666666667,0.2172222222222222,0.1616666666666666,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.074444444,0.0014693
200,0.2,80,10000,6,0.331666667,0.413611111,0.268055556,0.313888889,0.149444444,0.360277778,pca,431.5437513,0.268379694,3.533246942,0.770147569,0.313869642,10.40169758,0.2180555555555555,0.4141666666666667,0.2352777777777777,0.165,0.2955555555555555,0.2822222222222222,0.2272222222222222,0.1575,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.089444444,0.0014693
200,0.2,80,10000,10,0.343,0.4475,0.2485,0.260666667,0.142666667,0.4035,pca,431.5437513,0.268379694,3.533246942,0.770147569,0.313869642,10.40169758,0.2388333333333333,0.4526666666666666,0.2645,0.1355,0.3183333333333333,0.297,0.2536666666666666,0.1535,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.101666667,0.0014693
200,0.2,80,10000,15,0.370222222,0.485,0.250444444,0.23,0.140666667,0.451222222,pca,431.5437513,0.268379694,3.533246942,0.770147569,0.313869642,10.40169758,0.2653333333333333,0.4855555555555556,0.2891111111111111,0.1194444444444444,0.3427777777777778,0.3253333333333333,0.2767777777777778,0.1553333333333333,0.7842712000128813,0.0819728999922517,0.0082993999822065,0.1249000999960117,1.1623974999820348,0.0018186999950557,1.1715679000189994,22.851554799999576,0.112444444,0.0014693
200,0.4,80,1,1,0.545,0.601666667,0.285,0.305,0.351666667,0.44,pca,556.9160503,0.562310203,4.376121527,0.344052653,0.327765597,10.83574493,0.4166666666666667,0.555,0.4666666666666667,0.3133333333333333,0.3983333333333333,0.485,0.3433333333333333,0.275,0.7620355000253767,0.1729795999999623,0.0083195999905001,0.130469700001413,3.797669099993073,0.0017448000144213,1.1892548999749124,34.76253250002628,0.12,0.0018075
200,0.4,80,1,3,0.485,0.596666667,0.273888889,0.331666667,0.26,0.430555556,pca,556.9160503,0.562310203,4.376121527,0.344052653,0.327765597,10.83574493,0.3527777777777778,0.5427777777777778,0.395,0.2338888888888889,0.2877777777777778,0.4161111111111111,0.2516666666666666,0.2177777777777777,0.7620355000253767,0.1729795999999623,0.0083195999905001,0.130469700001413,3.797669099993073,0.0017448000144213,1.1892548999749124,34.76253250002628,0.148888889,0.0018075
200,0.4,80,1,6,0.501111111,0.615,0.266944444,0.418333333,0.233888889,0.481944444,pca,556.9160503,0.562310203,4.376121527,0.344052653,0.327765597,10.83574493,0.3636111111111111,0.5616666666666666,0.4091666666666667,0.1966666666666666,0.2866666666666667,0.4183333333333333,0.2630555555555555,0.1880555555555555,0.7620355000253767,0.1729795999999623,0.0083195999905001,0.130469700001413,3.797669099993073,0.0017448000144213,1.1892548999749124,34.76253250002628,0.140555556,0.0018075
