Dimension,Target Ratio,b,alpha,k,MPAD Accuracy,PCA Accuracy,UMAP Accuracy,Isomap Accuracy,KernelPCA Accuracy,MDS Accuracy,Better Method,DW-PMAD Time (s),PCA Time (s),UMAP Time (s),Isomap Time (s),KernelPCA Time (s),MDS Time (s),Autoencoder Accuracy,FastICA Accuracy,FeatureAgglomeration Accuracy,LLE Accuracy,NMF Accuracy,RandomProjection Accuracy,VAE Accuracy,tSNE Accuracy,Autoencoder MethodTime(s),FastICA MethodTime(s),FeatureAgglomeration MethodTime(s),LLE MethodTime(s),NMF MethodTime(s),RandomProjection MethodTime(s),VAE MethodTime(s),tSNE MethodTime(s),LSH Accuracy,LSH MethodTime(s)
200,0.05,60,6,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,16.2990667,0.007076305,2.140717154,0.232486455,0.136065299,7.244647997,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,60,6,10,0.107333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,16.2990667,0.007076305,2.140717154,0.232486455,0.136065299,7.244647997,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,60,6,15,0.124222222,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,16.2990667,0.007076305,2.140717154,0.232486455,0.136065299,7.244647997,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,60,12,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,23.24043983,0.007220886,2.148682582,0.219755867,2.398721673,6.054069113,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,60,12,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,23.24043983,0.007220886,2.148682582,0.219755867,2.398721673,6.054069113,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,60,12,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,23.24043983,0.007220886,2.148682582,0.219755867,2.398721673,6.054069113,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,60,12,10,0.107333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,23.24043983,0.007220886,2.148682582,0.219755867,2.398721673,6.054069113,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,60,12,15,0.124222222,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,23.24043983,0.007220886,2.148682582,0.219755867,2.398721673,6.054069113,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,60,18,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,17.99956763,0.009250258,2.177143318,0.221727598,0.257585618,7.234161788,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,60,18,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,17.99956763,0.009250258,2.177143318,0.221727598,0.257585618,7.234161788,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,60,18,6,0.100555556,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,17.99956763,0.009250258,2.177143318,0.221727598,0.257585618,7.234161788,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,60,18,10,0.107166667,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,17.99956763,0.009250258,2.177143318,0.221727598,0.257585618,7.234161788,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,60,18,15,0.124333333,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,17.99956763,0.009250258,2.177143318,0.221727598,0.257585618,7.234161788,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,60,25,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,26.98725063,0.006559685,2.1555733,0.228201286,0.214537107,7.133663906,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,60,25,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,26.98725063,0.006559685,2.1555733,0.228201286,0.214537107,7.133663906,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,60,25,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,26.98725063,0.006559685,2.1555733,0.228201286,0.214537107,7.133663906,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,60,25,10,0.107333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,26.98725063,0.006559685,2.1555733,0.228201286,0.214537107,7.133663906,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,60,25,15,0.124222222,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,26.98725063,0.006559685,2.1555733,0.228201286,0.214537107,7.133663906,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,60,35,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,45.45978017,0.006844458,2.145185855,0.333855691,1.133348254,7.165943176,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,60,35,3,0.114444444,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,45.45978017,0.006844458,2.145185855,0.333855691,1.133348254,7.165943176,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,60,35,6,0.101388889,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,45.45978017,0.006844458,2.145185855,0.333855691,1.133348254,7.165943176,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,60,35,10,0.108166667,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,45.45978017,0.006844458,2.145185855,0.333855691,1.133348254,7.165943176,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,60,35,15,0.124333333,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,45.45978017,0.006844458,2.145185855,0.333855691,1.133348254,7.165943176,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,60,50,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,28.81323721,0.006868608,2.144409747,0.327424838,0.227844151,7.439514127,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,60,50,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,28.81323721,0.006868608,2.144409747,0.327424838,0.227844151,7.439514127,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,60,50,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,28.81323721,0.006868608,2.144409747,0.327424838,0.227844151,7.439514127,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,60,50,10,0.107333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,28.81323721,0.006868608,2.144409747,0.327424838,0.227844151,7.439514127,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,60,50,15,0.124222222,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,28.81323721,0.006868608,2.144409747,0.327424838,0.227844151,7.439514127,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,60,10000,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,24.63109552,0.009238467,2.167907606,0.220709889,0.354482876,7.508938169,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,60,10000,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,24.63109552,0.009238467,2.167907606,0.220709889,0.354482876,7.508938169,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,60,10000,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,24.63109552,0.009238467,2.167907606,0.220709889,0.354482876,7.508938169,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,60,10000,10,0.107333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,24.63109552,0.009238467,2.167907606,0.220709889,0.354482876,7.508938169,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,60,10000,15,0.124222222,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,24.63109552,0.009238467,2.167907606,0.220709889,0.354482876,7.508938169,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,70,1,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,37.54667493,0.00700446,2.150255568,0.289180071,0.226179736,6.726302395,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,70,1,3,0.117222222,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,37.54667493,0.00700446,2.150255568,0.289180071,0.226179736,6.726302395,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,70,1,6,0.101666667,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,37.54667493,0.00700446,2.150255568,0.289180071,0.226179736,6.726302395,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,70,1,10,0.105333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,37.54667493,0.00700446,2.150255568,0.289180071,0.226179736,6.726302395,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,70,1,15,0.121888889,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,37.54667493,0.00700446,2.150255568,0.289180071,0.226179736,6.726302395,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,70,6,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,53.61118732,0.006751996,2.146948329,0.220182929,0.240925185,7.361662852,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,70,6,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,53.61118732,0.006751996,2.146948329,0.220182929,0.240925185,7.361662852,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,70,6,6,0.102777778,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,53.61118732,0.006751996,2.146948329,0.220182929,0.240925185,7.361662852,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,70,6,10,0.1075,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,53.61118732,0.006751996,2.146948329,0.220182929,0.240925185,7.361662852,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,70,6,15,0.123888889,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,53.61118732,0.006751996,2.146948329,0.220182929,0.240925185,7.361662852,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,70,12,1,0.255,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,71.86462361,0.007076067,2.139357383,0.223626339,0.251436006,6.317959961,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,70,12,3,0.114444444,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,71.86462361,0.007076067,2.139357383,0.223626339,0.251436006,6.317959961,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,70,12,6,0.1025,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,71.86462361,0.007076067,2.139357383,0.223626339,0.251436006,6.317959961,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,70,12,10,0.1075,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,71.86462361,0.007076067,2.139357383,0.223626339,0.251436006,6.317959961,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,70,12,15,0.124333333,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,71.86462361,0.007076067,2.139357383,0.223626339,0.251436006,6.317959961,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,70,18,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,50.12160023,0.007380845,2.147257667,0.221316653,0.307753485,7.774244807,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,70,18,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,50.12160023,0.007380845,2.147257667,0.221316653,0.307753485,7.774244807,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,70,18,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,50.12160023,0.007380845,2.147257667,0.221316653,0.307753485,7.774244807,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,70,18,10,0.107666667,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,50.12160023,0.007380845,2.147257667,0.221316653,0.307753485,7.774244807,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,70,18,15,0.124333333,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,50.12160023,0.007380845,2.147257667,0.221316653,0.307753485,7.774244807,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,70,25,1,0.255,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,97.21370856,0.007587571,2.168213043,0.303060159,0.230029811,7.095164402,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,70,25,3,0.114444444,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,97.21370856,0.007587571,2.168213043,0.303060159,0.230029811,7.095164402,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,70,25,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,97.21370856,0.007587571,2.168213043,0.303060159,0.230029811,7.095164402,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,70,25,10,0.109166667,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,97.21370856,0.007587571,2.168213043,0.303060159,0.230029811,7.095164402,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,70,25,15,0.125,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,97.21370856,0.007587571,2.168213043,0.303060159,0.230029811,7.095164402,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,70,35,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,21.96436225,0.008641888,2.195799073,0.226586188,0.209885273,7.086868906,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
