Dimension,Target Ratio,b,alpha,k,DW-PMAD Accuracy,PCA Accuracy,UMAP Accuracy,Isomap Accuracy,KernelPCA Accuracy,MDS Accuracy,Better Method,DW-PMAD Time (s),PCA Time (s),UMAP Time (s),Isomap Time (s),KernelPCA Time (s),MDS Time (s)
298,0.05,60,10000,1,0.20166666666666666,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3812.369287024,0.3642655250005191,40.99033423400033,14.973032520000743,13.407680061000065,332.7516091839998
298,0.05,60,10000,3,0.2627777777777778,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3812.369287024,0.3642655250005191,40.99033423400033,14.973032520000743,13.407680061000065,332.7516091839998
298,0.05,60,10000,6,0.2972222222222222,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,pca,3812.369287024,0.3642655250005191,40.99033423400033,14.973032520000743,13.407680061000065,332.7516091839998
298,0.05,60,10000,10,0.32416666666666666,0.32316666666666666,0.24616666666666667,0.25066666666666665,0.15233333333333332,0.246,dw_pmad,3812.369287024,0.3642655250005191,40.99033423400033,14.973032520000743,13.407680061000065,332.7516091839998
298,0.05,60,10000,15,0.3451111111111111,0.3472222222222222,0.27111111111111114,0.25477777777777777,0.15744444444444444,0.278,pca,3812.369287024,0.3642655250005191,40.99033423400033,14.973032520000743,13.407680061000065,332.7516091839998
298,0.05,100,18,1,0.165,0.17166666666666666,0.07,0.075,0.085,0.085,pca,3846.0126487069997,0.5177139200004603,44.993179559000055,18.26082008600042,17.75990219399955,465.00794093700006
298,0.05,100,18,3,0.27166666666666667,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3846.0126487069997,0.5177139200004603,44.993179559000055,18.26082008600042,17.75990219399955,465.00794093700006
298,0.05,100,18,6,0.30444444444444446,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,dw_pmad,3846.0126487069997,0.5177139200004603,44.993179559000055,18.26082008600042,17.75990219399955,465.00794093700006
298,0.05,80,10000,1,0.19,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3821.22086203,2.0720013889995244,88.13715532900005,20.78619816599985,18.896016321999923,543.4317588969998
298,0.05,100,18,10,0.33516666666666667,0.32316666666666666,0.24616666666666667,0.25066666666666665,0.15233333333333332,0.246,dw_pmad,3846.0126487069997,0.5177139200004603,44.993179559000055,18.26082008600042,17.75990219399955,465.00794093700006
298,0.05,80,10000,3,0.27055555555555555,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3821.22086203,2.0720013889995244,88.13715532900005,20.78619816599985,18.896016321999923,543.4317588969998
298,0.05,100,18,15,0.35633333333333334,0.3472222222222222,0.27111111111111114,0.25477777777777777,0.15744444444444444,0.278,dw_pmad,3846.0126487069997,0.5177139200004603,44.993179559000055,18.26082008600042,17.75990219399955,465.00794093700006
298,0.05,90,25,1,0.18833333333333332,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3868.622399756,0.8483776829998533,80.80430729799991,30.368113771000026,28.715671695999845,557.4879549679999
298,0.05,80,10000,6,0.30694444444444446,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,dw_pmad,3821.22086203,2.0720013889995244,88.13715532900005,20.78619816599985,18.896016321999923,543.4317588969998
298,0.05,90,35,1,0.2,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3859.3141975470003,1.4120980289999352,62.17758543200034,21.675933239999722,22.664038322000124,606.8999454919995
298,0.05,70,10000,1,0.20166666666666666,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3872.151449699,0.46403701000053843,58.443736745000024,22.08391497299999,27.511880199999723,596.1878874180002
298,0.05,80,6,1,0.19833333333333333,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3871.055027287,0.9770711179999125,95.28558792400054,34.88001615200028,30.919770119000532,571.4642723070001
298,0.05,90,25,3,0.27555555555555555,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3868.622399756,0.8483776829998533,80.80430729799991,30.368113771000026,28.715671695999845,557.4879549679999
298,0.05,80,10000,10,0.334,0.32316666666666666,0.24616666666666667,0.25066666666666665,0.15233333333333332,0.246,dw_pmad,3821.22086203,2.0720013889995244,88.13715532900005,20.78619816599985,18.896016321999923,543.4317588969998
298,0.05,90,35,3,0.26944444444444443,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3859.3141975470003,1.4120980289999352,62.17758543200034,21.675933239999722,22.664038322000124,606.8999454919995
298,0.05,100,50,1,0.18166666666666667,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3872.953861762,1.6038095339999927,62.715150033999635,25.98026965600002,29.48358258999997,633.4520468210003
298,0.05,70,10000,3,0.27111111111111114,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3872.151449699,0.46403701000053843,58.443736745000024,22.08391497299999,27.511880199999723,596.1878874180002
298,0.05,80,6,3,0.2872222222222222,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3871.055027287,0.9770711179999125,95.28558792400054,34.88001615200028,30.919770119000532,571.4642723070001
298,0.05,100,10000,1,0.19,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3878.8890645150004,0.5318827609999062,105.31944906399985,36.15477485300016,33.432876810999915,589.6279787910007
298,0.05,90,25,6,0.3080555555555556,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,dw_pmad,3868.622399756,0.8483776829998533,80.80430729799991,30.368113771000026,28.715671695999845,557.4879549679999
298,0.05,80,12,1,0.18666666666666668,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3879.94317675,1.2840724389998286,118.00730503100021,35.16411651999988,35.35209233099977,576.7785473190006
298,0.05,80,10000,15,0.3477777777777778,0.3472222222222222,0.27111111111111114,0.25477777777777777,0.15744444444444444,0.278,dw_pmad,3821.22086203,2.0720013889995244,88.13715532900005,20.78619816599985,18.896016321999923,543.4317588969998
298,0.05,100,35,1,0.19,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3881.526226144,0.8242103840002528,66.20981830799974,27.100166229000024,31.14804476200061,645.1603055169999
298,0.05,80,6,6,0.31083333333333335,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,dw_pmad,3871.055027287,0.9770711179999125,95.28558792400054,34.88001615200028,30.919770119000532,571.4642723070001
298,0.05,100,10000,3,0.2683333333333333,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3878.8890645150004,0.5318827609999062,105.31944906399985,36.15477485300016,33.432876810999915,589.6279787910007
298,0.05,90,35,6,0.3113888888888889,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,dw_pmad,3859.3141975470003,1.4120980289999352,62.17758543200034,21.675933239999722,22.664038322000124,606.8999454919995
298,0.05,90,25,10,0.33666666666666667,0.32316666666666666,0.24616666666666667,0.25066666666666665,0.15233333333333332,0.246,dw_pmad,3868.622399756,0.8483776829998533,80.80430729799991,30.368113771000026,28.715671695999845,557.4879549679999
298,0.05,80,12,3,0.27166666666666667,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3879.94317675,1.2840724389998286,118.00730503100021,35.16411651999988,35.35209233099977,576.7785473190006
298,0.05,100,50,3,0.26666666666666666,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3872.953861762,1.6038095339999927,62.715150033999635,25.98026965600002,29.48358258999997,633.4520468210003
298,0.05,70,10000,6,0.3036111111111111,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,dw_pmad,3872.151449699,0.46403701000053843,58.443736745000024,22.08391497299999,27.511880199999723,596.1878874180002
298,0.05,100,35,3,0.2722222222222222,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3881.526226144,0.8242103840002528,66.20981830799974,27.100166229000024,31.14804476200061,645.1603055169999
298,0.05,100,25,1,0.18666666666666668,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3890.229186486,0.7880669859996488,83.19610967500012,35.20370482999988,33.291958772000726,658.8199268019998
298,0.05,80,6,10,0.3388333333333333,0.32316666666666666,0.24616666666666667,0.25066666666666665,0.15233333333333332,0.246,dw_pmad,3871.055027287,0.9770711179999125,95.28558792400054,34.88001615200028,30.919770119000532,571.4642723070001
298,0.05,100,10000,6,0.2997222222222222,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,dw_pmad,3878.8890645150004,0.5318827609999062,105.31944906399985,36.15477485300016,33.432876810999915,589.6279787910007
298,0.05,80,12,6,0.315,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,dw_pmad,3879.94317675,1.2840724389998286,118.00730503100021,35.16411651999988,35.35209233099977,576.7785473190006
298,0.05,90,25,15,0.3552222222222222,0.3472222222222222,0.27111111111111114,0.25477777777777777,0.15744444444444444,0.278,dw_pmad,3868.622399756,0.8483776829998533,80.80430729799991,30.368113771000026,28.715671695999845,557.4879549679999
298,0.05,90,35,10,0.33416666666666667,0.32316666666666666,0.24616666666666667,0.25066666666666665,0.15233333333333332,0.246,dw_pmad,3859.3141975470003,1.4120980289999352,62.17758543200034,21.675933239999722,22.664038322000124,606.8999454919995
298,0.05,90,50,1,0.19,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3904.812656017,2.3001705750002657,147.64814825199937,45.09931056700043,41.715778727000725,586.6000801299997
298,0.05,100,50,6,0.3038888888888889,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,dw_pmad,3872.953861762,1.6038095339999927,62.715150033999635,25.98026965600002,29.48358258999997,633.4520468210003
298,0.05,80,18,1,0.19666666666666666,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3912.479091761,2.527927995999562,146.6815088610001,51.52719142600017,47.674879819000125,571.6199755490006
298,0.05,70,10000,10,0.3273333333333333,0.32316666666666666,0.24616666666666667,0.25066666666666665,0.15233333333333332,0.246,dw_pmad,3872.151449699,0.46403701000053843,58.443736745000024,22.08391497299999,27.511880199999723,596.1878874180002
298,0.05,90,10000,1,0.18833333333333332,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3906.372717235,1.4320486520000486,146.64998493999974,46.43207207100022,63.05581494499984,572.1719157609996
298,0.05,80,6,15,0.3621111111111111,0.3472222222222222,0.27111111111111114,0.25477777777777777,0.15744444444444444,0.278,dw_pmad,3871.055027287,0.9770711179999125,95.28558792400054,34.88001615200028,30.919770119000532,571.4642723070001
298,0.05,80,12,10,0.33816666666666667,0.32316666666666666,0.24616666666666667,0.25066666666666665,0.15233333333333332,0.246,dw_pmad,3879.94317675,1.2840724389998286,118.00730503100021,35.16411651999988,35.35209233099977,576.7785473190006
298,0.05,100,10000,10,0.3298333333333333,0.32316666666666666,0.24616666666666667,0.25066666666666665,0.15233333333333332,0.246,dw_pmad,3878.8890645150004,0.5318827609999062,105.31944906399985,36.15477485300016,33.432876810999915,589.6279787910007
298,0.05,60,6,1,0.185,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3891.095784536,1.1207009340005243,90.75334017099976,37.48596596199968,36.03188796700033,677.2997832539995
298,0.05,60,12,1,0.19833333333333333,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3912.8190936190003,1.843893234999996,163.29069869199975,55.7200990249994,55.08001021899963,563.0840025560001
298,0.05,100,25,3,0.2633333333333333,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3890.229186486,0.7880669859996488,83.19610967500012,35.20370482999988,33.291958772000726,658.8199268019998
298,0.05,100,35,6,0.305,0.2986111111111111,0.2061111111111111,0.23777777777777778,0.1486111111111111,0.2125,dw_pmad,3881.526226144,0.8242103840002528,66.20981830799974,27.100166229000024,31.14804476200061,645.1603055169999
298,0.05,90,50,3,0.2738888888888889,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3904.812656017,2.3001705750002657,147.64814825199937,45.09931056700043,41.715778727000725,586.6000801299997
298,0.05,80,18,3,0.2783333333333333,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3912.479091761,2.527927995999562,146.6815088610001,51.52719142600017,47.674879819000125,571.6199755490006
298,0.05,80,1,1,0.19666666666666666,0.17166666666666666,0.07,0.075,0.085,0.085,dw_pmad,3912.2042143460003,2.6560630089998085,161.9477159219996,54.08817999199982,59.46000893699966,571.7362310580002
298,0.05,90,10000,3,0.27444444444444444,0.26222222222222225,0.15166666666666667,0.15944444444444444,0.13166666666666665,0.15055555555555555,dw_pmad,3906.372717235,1.4320486520000486,146.64998493999974,46.43207207100022,63.05581494499984,572.1719157609996
298,0.05,90,35,15,0.35244444444444445,0.3472222222222222,0.27111111111111114,0.25477777777777777,0.15744444444444444,0.278,dw_pmad,3859.3141975470003,1.4120980289999352,62.17758543200034,21.675933239999722,22.664038322000124,606.8999454919995
