Dimension,Target Ratio,b,alpha,k,MPAD Accuracy,PCA Accuracy,UMAP Accuracy,Isomap Accuracy,KernelPCA Accuracy,MDS Accuracy,Better Method,DW-PMAD Time (s),PCA Time (s),UMAP Time (s),Isomap Time (s),KernelPCA Time (s),MDS Time (s)
200,0.4,60,6,6,0.722777778,0.875,0.448888889,0.658055556,0.726944444,0.753055556,pca,275.7201347,0.059853205,2.027485341,0.300476094,0.227534653,9.151103353
200,0.4,60,6,10,0.7185,0.885333333,0.503666667,0.596333333,0.716,0.778666667,pca,275.7201347,0.059853205,2.027485341,0.300476094,0.227534653,9.151103353
200,0.4,60,6,15,0.719,0.890222222,0.524555556,0.583222222,0.716111111,0.801111111,pca,275.7201347,0.059853205,2.027485341,0.300476094,0.227534653,9.151103353
200,0.4,60,12,1,0.715,0.85,0.203333333,0.391666667,0.713333333,0.701666667,pca,232.9586636,0.051963115,2.036544057,0.301417202,0.218062479,9.536072913
200,0.4,60,12,3,0.726666667,0.870555556,0.344444444,0.548333333,0.735,0.727777778,pca,232.9586636,0.051963115,2.036544057,0.301417202,0.218062479,9.536072913
200,0.4,60,12,6,0.724166667,0.875,0.448888889,0.658055556,0.726944444,0.753055556,pca,232.9586636,0.051963115,2.036544057,0.301417202,0.218062479,9.536072913
200,0.4,60,12,10,0.722,0.885333333,0.503666667,0.596333333,0.716,0.778666667,pca,232.9586636,0.051963115,2.036544057,0.301417202,0.218062479,9.536072913
200,0.4,60,12,15,0.722111111,0.890222222,0.524555556,0.583222222,0.716111111,0.801111111,pca,232.9586636,0.051963115,2.036544057,0.301417202,0.218062479,9.536072913
200,0.4,60,18,1,0.71,0.85,0.203333333,0.391666667,0.713333333,0.701666667,pca,279.6113925,0.067625789,2.022174202,0.300993082,0.214951598,9.515191285
200,0.4,60,18,3,0.733888889,0.870555556,0.344444444,0.548333333,0.735,0.727777778,pca,279.6113925,0.067625789,2.022174202,0.300993082,0.214951598,9.515191285
200,0.4,60,18,6,0.725277778,0.875,0.448888889,0.658055556,0.726944444,0.753055556,pca,279.6113925,0.067625789,2.022174202,0.300993082,0.214951598,9.515191285
200,0.4,60,18,10,0.723833333,0.885333333,0.503666667,0.596333333,0.716,0.778666667,pca,279.6113925,0.067625789,2.022174202,0.300993082,0.214951598,9.515191285
200,0.4,60,18,15,0.725333333,0.890222222,0.524555556,0.583222222,0.716111111,0.801111111,pca,279.6113925,0.067625789,2.022174202,0.300993082,0.214951598,9.515191285
200,0.4,60,25,1,0.715,0.85,0.203333333,0.391666667,0.713333333,0.701666667,pca,243.9637485,0.05071482,2.019951325,0.297414978,0.220854973,9.748123099
200,0.4,60,25,3,0.732777778,0.870555556,0.344444444,0.548333333,0.735,0.727777778,pca,243.9637485,0.05071482,2.019951325,0.297414978,0.220854973,9.748123099
200,0.4,60,25,6,0.725,0.875,0.448888889,0.658055556,0.726944444,0.753055556,pca,243.9637485,0.05071482,2.019951325,0.297414978,0.220854973,9.748123099
200,0.4,60,25,10,0.726166667,0.885333333,0.503666667,0.596333333,0.716,0.778666667,pca,243.9637485,0.05071482,2.019951325,0.297414978,0.220854973,9.748123099
200,0.4,60,25,15,0.723888889,0.890222222,0.524555556,0.583222222,0.716111111,0.801111111,pca,243.9637485,0.05071482,2.019951325,0.297414978,0.220854973,9.748123099
200,0.4,60,35,1,0.718333333,0.85,0.203333333,0.391666667,0.713333333,0.701666667,pca,215.5476251,0.04755912,2.020910066,0.302001163,0.161625521,10.85309451
200,0.4,60,35,3,0.725,0.870555556,0.344444444,0.548333333,0.735,0.727777778,pca,215.5476251,0.04755912,2.020910066,0.302001163,0.161625521,10.85309451
200,0.4,60,35,6,0.721388889,0.875,0.448888889,0.658055556,0.726944444,0.753055556,pca,215.5476251,0.04755912,2.020910066,0.302001163,0.161625521,10.85309451
200,0.4,60,35,10,0.7205,0.885333333,0.503666667,0.596333333,0.716,0.778666667,pca,215.5476251,0.04755912,2.020910066,0.302001163,0.161625521,10.85309451
200,0.4,60,35,15,0.719888889,0.890222222,0.524555556,0.583222222,0.716111111,0.801111111,pca,215.5476251,0.04755912,2.020910066,0.302001163,0.161625521,10.85309451
200,0.4,60,50,1,0.71,0.85,0.203333333,0.391666667,0.713333333,0.701666667,pca,234.900662,0.049791965,2.028694108,0.303175735,0.18936036,9.64927523
200,0.4,60,50,3,0.726666667,0.870555556,0.344444444,0.548333333,0.735,0.727777778,pca,234.900662,0.049791965,2.028694108,0.303175735,0.18936036,9.64927523
200,0.4,60,50,6,0.727777778,0.875,0.448888889,0.658055556,0.726944444,0.753055556,pca,234.900662,0.049791965,2.028694108,0.303175735,0.18936036,9.64927523
200,0.4,60,50,10,0.721333333,0.885333333,0.503666667,0.596333333,0.716,0.778666667,pca,234.900662,0.049791965,2.028694108,0.303175735,0.18936036,9.64927523
200,0.4,60,50,15,0.721444444,0.890222222,0.524555556,0.583222222,0.716111111,0.801111111,pca,234.900662,0.049791965,2.028694108,0.303175735,0.18936036,9.64927523
200,0.4,60,10000,1,0.716666667,0.85,0.203333333,0.391666667,0.713333333,0.701666667,pca,280.763739,0.047189039,2.040191004,0.303578911,0.217314154,9.515249178
200,0.4,60,10000,3,0.720555556,0.870555556,0.344444444,0.548333333,0.735,0.727777778,pca,280.763739,0.047189039,2.040191004,0.303578911,0.217314154,9.515249178
200,0.4,60,10000,6,0.724444444,0.875,0.448888889,0.658055556,0.726944444,0.753055556,pca,280.763739,0.047189039,2.040191004,0.303578911,0.217314154,9.515249178
200,0.4,60,10000,10,0.717666667,0.885333333,0.503666667,0.596333333,0.716,0.778666667,pca,280.763739,0.047189039,2.040191004,0.303578911,0.217314154,9.515249178
200,0.4,60,10000,15,0.719888889,0.890222222,0.524555556,0.583222222,0.716111111,0.801111111,pca,280.763739,0.047189039,2.040191004,0.303578911,0.217314154,9.515249178
200,0.6,60,1,1,0.793333333,0.948333333,0.211666667,0.386666667,0.768333333,0.696666667,pca,422.9840379,0.136209544,2.508093195,0.2891277,0.236710327,10.64254226
200,0.6,60,1,3,0.811111111,0.966666667,0.352777778,0.542777778,0.778333333,0.749444444,pca,422.9840379,0.136209544,2.508093195,0.2891277,0.236710327,10.64254226
200,0.6,60,1,6,0.808333333,0.965555556,0.454722222,0.653888889,0.777777778,0.770277778,pca,422.9840379,0.136209544,2.508093195,0.2891277,0.236710327,10.64254226
200,0.6,60,1,10,0.8065,0.965333333,0.504833333,0.592,0.779333333,0.7915,pca,422.9840379,0.136209544,2.508093195,0.2891277,0.236710327,10.64254226
200,0.6,60,1,15,0.807666667,0.969222222,0.521333333,0.577333333,0.775888889,0.811222222,pca,422.9840379,0.136209544,2.508093195,0.2891277,0.236710327,10.64254226
200,0.6,60,6,1,0.786666667,0.948333333,0.211666667,0.386666667,0.768333333,0.696666667,pca,479.3318142,0.089151309,2.514747869,0.312798514,0.194484736,10.27203035
200,0.6,60,6,3,0.812777778,0.966666667,0.352777778,0.542777778,0.778333333,0.749444444,pca,479.3318142,0.089151309,2.514747869,0.312798514,0.194484736,10.27203035
200,0.6,60,6,6,0.807222222,0.965555556,0.454722222,0.653888889,0.777777778,0.770277778,pca,479.3318142,0.089151309,2.514747869,0.312798514,0.194484736,10.27203035
200,0.6,60,6,10,0.803833333,0.965333333,0.504833333,0.592,0.779333333,0.7915,pca,479.3318142,0.089151309,2.514747869,0.312798514,0.194484736,10.27203035
200,0.6,60,6,15,0.807888889,0.969222222,0.521333333,0.577333333,0.775888889,0.811222222,pca,479.3318142,0.089151309,2.514747869,0.312798514,0.194484736,10.27203035
200,0.6,60,12,1,0.791666667,0.948333333,0.211666667,0.386666667,0.768333333,0.696666667,pca,434.6344332,0.116287089,2.50871638,0.292007149,0.193486137,10.1221624
200,0.6,60,12,3,0.815,0.966666667,0.352777778,0.542777778,0.778333333,0.749444444,pca,434.6344332,0.116287089,2.50871638,0.292007149,0.193486137,10.1221624
200,0.6,60,12,6,0.810555556,0.965555556,0.454722222,0.653888889,0.777777778,0.770277778,pca,434.6344332,0.116287089,2.50871638,0.292007149,0.193486137,10.1221624
200,0.6,60,12,10,0.802833333,0.965333333,0.504833333,0.592,0.779333333,0.7915,pca,434.6344332,0.116287089,2.50871638,0.292007149,0.193486137,10.1221624
200,0.6,60,12,15,0.804888889,0.969222222,0.521333333,0.577333333,0.775888889,0.811222222,pca,434.6344332,0.116287089,2.50871638,0.292007149,0.193486137,10.1221624
200,0.6,60,18,1,0.791666667,0.948333333,0.211666667,0.386666667,0.768333333,0.696666667,pca,489.4796293,0.069979022,2.513063344,0.310899641,0.234027601,10.07170926
200,0.6,60,18,3,0.817777778,0.966666667,0.352777778,0.542777778,0.778333333,0.749444444,pca,489.4796293,0.069979022,2.513063344,0.310899641,0.234027601,10.07170926
200,0.6,60,18,6,0.810555556,0.965555556,0.454722222,0.653888889,0.777777778,0.770277778,pca,489.4796293,0.069979022,2.513063344,0.310899641,0.234027601,10.07170926
200,0.6,60,18,10,0.804166667,0.965333333,0.504833333,0.592,0.779333333,0.7915,pca,489.4796293,0.069979022,2.513063344,0.310899641,0.234027601,10.07170926
200,0.6,60,18,15,0.807333333,0.969222222,0.521333333,0.577333333,0.775888889,0.811222222,pca,489.4796293,0.069979022,2.513063344,0.310899641,0.234027601,10.07170926
200,0.6,60,25,1,0.791666667,0.948333333,0.211666667,0.386666667,0.768333333,0.696666667,pca,375.7280849,0.046253827,2.537876844,0.320072204,0.235842282,9.991268894
200,0.6,60,25,3,0.811111111,0.966666667,0.352777778,0.542777778,0.778333333,0.749444444,pca,375.7280849,0.046253827,2.537876844,0.320072204,0.235842282,9.991268894
200,0.6,60,25,6,0.810833333,0.965555556,0.454722222,0.653888889,0.777777778,0.770277778,pca,375.7280849,0.046253827,2.537876844,0.320072204,0.235842282,9.991268894
200,0.6,60,25,10,0.801833333,0.965333333,0.504833333,0.592,0.779333333,0.7915,pca,375.7280849,0.046253827,2.537876844,0.320072204,0.235842282,9.991268894
200,0.6,60,25,15,0.803333333,0.969222222,0.521333333,0.577333333,0.775888889,0.811222222,pca,375.7280849,0.046253827,2.537876844,0.320072204,0.235842282,9.991268894
200,0.6,60,35,1,0.79,0.948333333,0.211666667,0.386666667,0.768333333,0.696666667,pca,400.0974401,0.098937194,2.511870946,0.311473308,0.190776765,10.12576808
200,0.6,60,35,3,0.811666667,0.966666667,0.352777778,0.542777778,0.778333333,0.749444444,pca,400.0974401,0.098937194,2.511870946,0.311473308,0.190776765,10.12576808
200,0.6,60,35,6,0.810277778,0.965555556,0.454722222,0.653888889,0.777777778,0.770277778,pca,400.0974401,0.098937194,2.511870946,0.311473308,0.190776765,10.12576808
200,0.6,60,35,10,0.8015,0.965333333,0.504833333,0.592,0.779333333,0.7915,pca,400.0974401,0.098937194,2.511870946,0.311473308,0.190776765,10.12576808
200,0.6,60,35,15,0.804222222,0.969222222,0.521333333,0.577333333,0.775888889,0.811222222,pca,400.0974401,0.098937194,2.511870946,0.311473308,0.190776765,10.12576808
200,0.6,60,50,1,0.785,0.948333333,0.211666667,0.386666667,0.768333333,0.696666667,pca,450.5941389,0.192737352,2.499833629,0.310372052,0.197641595,10.13843944
200,0.6,60,50,3,0.808888889,0.966666667,0.352777778,0.542777778,0.778333333,0.749444444,pca,450.5941389,0.192737352,2.499833629,0.310372052,0.197641595,10.13843944
200,0.6,60,50,6,0.81,0.965555556,0.454722222,0.653888889,0.777777778,0.770277778,pca,450.5941389,0.192737352,2.499833629,0.310372052,0.197641595,10.13843944
200,0.6,60,50,10,0.803666667,0.965333333,0.504833333,0.592,0.779333333,0.7915,pca,450.5941389,0.192737352,2.499833629,0.310372052,0.197641595,10.13843944
200,0.6,60,50,15,0.805888889,0.969222222,0.521333333,0.577333333,0.775888889,0.811222222,pca,450.5941389,0.192737352,2.499833629,0.310372052,0.197641595,10.13843944
200,0.6,60,10000,1,0.795,0.948333333,0.211666667,0.386666667,0.768333333,0.696666667,pca,468.8606596,0.077471223,2.52911783,0.316067477,0.22483287,10.03905648
200,0.6,60,10000,3,0.814444444,0.966666667,0.352777778,0.542777778,0.778333333,0.749444444,pca,468.8606596,0.077471223,2.52911783,0.316067477,0.22483287,10.03905648
200,0.6,60,10000,6,0.813888889,0.965555556,0.454722222,0.653888889,0.777777778,0.770277778,pca,468.8606596,0.077471223,2.52911783,0.316067477,0.22483287,10.03905648
200,0.6,60,10000,10,0.809,0.965333333,0.504833333,0.592,0.779333333,0.7915,pca,468.8606596,0.077471223,2.52911783,0.316067477,0.22483287,10.03905648
200,0.6,60,10000,15,0.809222222,0.969222222,0.521333333,0.577333333,0.775888889,0.811222222,pca,468.8606596,0.077471223,2.52911783,0.316067477,0.22483287,10.03905648
200,0.05,70,1,1,0.313333333,0.413333333,0.23,0.328333333,0.393333333,0.43,mds,88.20173304,0.050830479,12.96928964,0.290720163,0.196319637,6.752392003
200,0.05,70,1,3,0.306111111,0.424444444,0.360555556,0.431111111,0.416111111,0.442777778,mds,88.20173304,0.050830479,12.96928964,0.290720163,0.196319637,6.752392003
200,0.05,70,1,6,0.315833333,0.464444444,0.451111111,0.530555556,0.437222222,0.489444444,isomap,88.20173304,0.050830479,12.96928964,0.290720163,0.196319637,6.752392003
200,0.05,70,1,10,0.322833333,0.5075,0.510333333,0.519333333,0.444,0.535333333,mds,88.20173304,0.050830479,12.96928964,0.290720163,0.196319637,6.752392003
200,0.05,70,1,15,0.333555556,0.530555556,0.525777778,0.525333333,0.454111111,0.569333333,mds,88.20173304,0.050830479,12.96928964,0.290720163,0.196319637,6.752392003
200,0.05,70,6,1,0.311666667,0.413333333,0.23,0.328333333,0.393333333,0.43,mds,74.05805232,0.007818457,2.027852433,0.224744932,0.247594681,6.711213824
200,0.05,70,6,3,0.306111111,0.424444444,0.360555556,0.431111111,0.416111111,0.442777778,mds,74.05805232,0.007818457,2.027852433,0.224744932,0.247594681,6.711213824
200,0.05,70,6,6,0.313055556,0.464444444,0.451111111,0.530555556,0.437222222,0.489444444,isomap,74.05805232,0.007818457,2.027852433,0.224744932,0.247594681,6.711213824
200,0.05,70,6,10,0.3215,0.5075,0.510333333,0.519333333,0.444,0.535333333,mds,74.05805232,0.007818457,2.027852433,0.224744932,0.247594681,6.711213824
200,0.05,70,6,15,0.330555556,0.530555556,0.525777778,0.525333333,0.454111111,0.569333333,mds,74.05805232,0.007818457,2.027852433,0.224744932,0.247594681,6.711213824
200,0.05,70,12,1,0.315,0.413333333,0.23,0.328333333,0.393333333,0.43,mds,51.77266183,0.009045485,2.035275075,0.302058374,0.303347317,6.810264382
200,0.05,70,12,3,0.306111111,0.424444444,0.360555556,0.431111111,0.416111111,0.442777778,mds,51.77266183,0.009045485,2.035275075,0.302058374,0.303347317,6.810264382
200,0.05,70,12,6,0.314444444,0.464444444,0.451111111,0.530555556,0.437222222,0.489444444,isomap,51.77266183,0.009045485,2.035275075,0.302058374,0.303347317,6.810264382
200,0.05,70,12,10,0.321,0.5075,0.510333333,0.519333333,0.444,0.535333333,mds,51.77266183,0.009045485,2.035275075,0.302058374,0.303347317,6.810264382
200,0.05,70,12,15,0.328777778,0.530555556,0.525777778,0.525333333,0.454111111,0.569333333,mds,51.77266183,0.009045485,2.035275075,0.302058374,0.303347317,6.810264382
200,0.05,70,18,1,0.315,0.413333333,0.23,0.328333333,0.393333333,0.43,mds,51.66234746,0.008239894,2.048950782,0.347460613,1.707558876,6.793846136
200,0.05,70,18,3,0.306111111,0.424444444,0.360555556,0.431111111,0.416111111,0.442777778,mds,51.66234746,0.008239894,2.048950782,0.347460613,1.707558876,6.793846136
200,0.05,70,18,6,0.314444444,0.464444444,0.451111111,0.530555556,0.437222222,0.489444444,isomap,51.66234746,0.008239894,2.048950782,0.347460613,1.707558876,6.793846136
200,0.05,70,18,10,0.319666667,0.5075,0.510333333,0.519333333,0.444,0.535333333,mds,51.66234746,0.008239894,2.048950782,0.347460613,1.707558876,6.793846136
200,0.05,70,18,15,0.329888889,0.530555556,0.525777778,0.525333333,0.454111111,0.569333333,mds,51.66234746,0.008239894,2.048950782,0.347460613,1.707558876,6.793846136
200,0.05,70,25,1,0.313333333,0.413333333,0.23,0.328333333,0.393333333,0.43,mds,52.04757301,0.008408502,2.034203462,0.260887663,0.234111328,6.933705035
200,0.05,70,25,3,0.307222222,0.424444444,0.360555556,0.431111111,0.416111111,0.442777778,mds,52.04757301,0.008408502,2.034203462,0.260887663,0.234111328,6.933705035
200,0.05,70,25,6,0.314166667,0.464444444,0.451111111,0.530555556,0.437222222,0.489444444,isomap,52.04757301,0.008408502,2.034203462,0.260887663,0.234111328,6.933705035
200,0.05,70,25,10,0.319,0.5075,0.510333333,0.519333333,0.444,0.535333333,mds,52.04757301,0.008408502,2.034203462,0.260887663,0.234111328,6.933705035
200,0.05,70,25,15,0.329444444,0.530555556,0.525777778,0.525333333,0.454111111,0.569333333,mds,52.04757301,0.008408502,2.034203462,0.260887663,0.234111328,6.933705035
200,0.05,70,35,1,0.305,0.413333333,0.23,0.328333333,0.393333333,0.43,mds,35.0301861,0.00867865,2.030288268,0.300116635,0.19674725,6.985304843
200,0.05,70,35,3,0.309444444,0.424444444,0.360555556,0.431111111,0.416111111,0.442777778,mds,35.0301861,0.00867865,2.030288268,0.300116635,0.19674725,6.985304843
200,0.05,70,35,6,0.313055556,0.464444444,0.451111111,0.530555556,0.437222222,0.489444444,isomap,35.0301861,0.00867865,2.030288268,0.300116635,0.19674725,6.985304843
200,0.05,70,35,10,0.318333333,0.5075,0.510333333,0.519333333,0.444,0.535333333,mds,35.0301861,0.00867865,2.030288268,0.300116635,0.19674725,6.985304843
200,0.05,70,35,15,0.327555556,0.530555556,0.525777778,0.525333333,0.454111111,0.569333333,mds,35.0301861,0.00867865,2.030288268,0.300116635,0.19674725,6.985304843
200,0.05,70,50,1,0.311666667,0.413333333,0.23,0.328333333,0.393333333,0.43,mds,24.55385663,0.0080382,2.030704867,0.238350487,0.812107737,6.839055594
200,0.05,70,50,3,0.307222222,0.424444444,0.360555556,0.431111111,0.416111111,0.442777778,mds,24.55385663,0.0080382,2.030704867,0.238350487,0.812107737,6.839055594
200,0.05,70,50,6,0.313333333,0.464444444,0.451111111,0.530555556,0.437222222,0.489444444,isomap,24.55385663,0.0080382,2.030704867,0.238350487,0.812107737,6.839055594
200,0.05,70,50,10,0.318333333,0.5075,0.510333333,0.519333333,0.444,0.535333333,mds,24.55385663,0.0080382,2.030704867,0.238350487,0.812107737,6.839055594
200,0.05,70,50,15,0.329777778,0.530555556,0.525777778,0.525333333,0.454111111,0.569333333,mds,24.55385663,0.0080382,2.030704867,0.238350487,0.812107737,6.839055594
200,0.05,70,10000,1,0.315,0.413333333,0.23,0.328333333,0.393333333,0.43,mds,90.67387917,0.008276643,2.035473018,0.233363004,0.206202512,6.749667993
200,0.05,70,10000,3,0.308333333,0.424444444,0.360555556,0.431111111,0.416111111,0.442777778,mds,90.67387917,0.008276643,2.035473018,0.233363004,0.206202512,6.749667993
200,0.05,70,10000,6,0.312222222,0.464444444,0.451111111,0.530555556,0.437222222,0.489444444,isomap,90.67387917,0.008276643,2.035473018,0.233363004,0.206202512,6.749667993
200,0.05,70,10000,10,0.318333333,0.5075,0.510333333,0.519333333,0.444,0.535333333,mds,90.67387917,0.008276643,2.035473018,0.233363004,0.206202512,6.749667993
200,0.05,70,10000,15,0.330222222,0.530555556,0.525777778,0.525333333,0.454111111,0.569333333,mds,90.67387917,0.008276643,2.035473018,0.233363004,0.206202512,6.749667993
200,0.1,70,1,1,0.461666667,0.541666667,0.201666667,0.373333333,0.526666667,0.541666667,pca,80.61889048,0.010512975,2.238009639,0.876166493,0.211745124,6.973255682
200,0.1,70,1,3,0.442777778,0.551111111,0.342777778,0.498333333,0.550555556,0.585,mds,80.61889048,0.010512975,2.238009639,0.876166493,0.211745124,6.973255682
200,0.1,70,1,6,0.449722222,0.587222222,0.441666667,0.598888889,0.543611111,0.629444444,mds,80.61889048,0.010512975,2.238009639,0.876166493,0.211745124,6.973255682
200,0.1,70,1,10,0.452,0.617666667,0.5005,0.575333333,0.544333333,0.652666667,mds,80.61889048,0.010512975,2.238009639,0.876166493,0.211745124,6.973255682
200,0.1,70,1,15,0.459111111,0.647888889,0.524111111,0.565222222,0.551666667,0.671222222,mds,80.61889048,0.010512975,2.238009639,0.876166493,0.211745124,6.973255682
200,0.1,70,6,1,0.47,0.541666667,0.201666667,0.373333333,0.526666667,0.541666667,pca,107.4438413,0.009599322,2.22608364,0.25265917,0.235368566,7.025094023
200,0.1,70,6,3,0.445,0.551111111,0.342777778,0.498333333,0.550555556,0.585,mds,107.4438413,0.009599322,2.22608364,0.25265917,0.235368566,7.025094023
200,0.1,70,6,6,0.446388889,0.587222222,0.441666667,0.598888889,0.543611111,0.629444444,mds,107.4438413,0.009599322,2.22608364,0.25265917,0.235368566,7.025094023
200,0.1,70,6,10,0.452166667,0.617666667,0.5005,0.575333333,0.544333333,0.652666667,mds,107.4438413,0.009599322,2.22608364,0.25265917,0.235368566,7.025094023
200,0.1,70,6,15,0.459333333,0.647888889,0.524111111,0.565222222,0.551666667,0.671222222,mds,107.4438413,0.009599322,2.22608364,0.25265917,0.235368566,7.025094023
200,0.1,70,12,1,0.468333333,0.541666667,0.201666667,0.373333333,0.526666667,0.541666667,pca,77.71446797,0.010311979,2.232941816,0.304168755,0.203726953,7.287629126
200,0.1,70,12,3,0.442777778,0.551111111,0.342777778,0.498333333,0.550555556,0.585,mds,77.71446797,0.010311979,2.232941816,0.304168755,0.203726953,7.287629126
200,0.1,70,12,6,0.4425,0.587222222,0.441666667,0.598888889,0.543611111,0.629444444,mds,77.71446797,0.010311979,2.232941816,0.304168755,0.203726953,7.287629126
200,0.1,70,12,10,0.451166667,0.617666667,0.5005,0.575333333,0.544333333,0.652666667,mds,77.71446797,0.010311979,2.232941816,0.304168755,0.203726953,7.287629126
200,0.1,70,12,15,0.457666667,0.647888889,0.524111111,0.565222222,0.551666667,0.671222222,mds,77.71446797,0.010311979,2.232941816,0.304168755,0.203726953,7.287629126
200,0.1,70,18,1,0.466666667,0.541666667,0.201666667,0.373333333,0.526666667,0.541666667,pca,113.6522384,0.009446274,2.257841712,0.259286677,0.20283916,6.124920935
200,0.1,70,18,3,0.445555556,0.551111111,0.342777778,0.498333333,0.550555556,0.585,mds,113.6522384,0.009446274,2.257841712,0.259286677,0.20283916,6.124920935
200,0.1,70,18,6,0.445555556,0.587222222,0.441666667,0.598888889,0.543611111,0.629444444,mds,113.6522384,0.009446274,2.257841712,0.259286677,0.20283916,6.124920935
200,0.1,70,18,10,0.452,0.617666667,0.5005,0.575333333,0.544333333,0.652666667,mds,113.6522384,0.009446274,2.257841712,0.259286677,0.20283916,6.124920935
200,0.1,70,18,15,0.457888889,0.647888889,0.524111111,0.565222222,0.551666667,0.671222222,mds,113.6522384,0.009446274,2.257841712,0.259286677,0.20283916,6.124920935
200,0.1,70,25,1,0.466666667,0.541666667,0.201666667,0.373333333,0.526666667,0.541666667,pca,96.34160393,0.009784081,2.216909126,0.224457539,0.211529357,7.024911986
200,0.1,70,25,3,0.442777778,0.551111111,0.342777778,0.498333333,0.550555556,0.585,mds,96.34160393,0.009784081,2.216909126,0.224457539,0.211529357,7.024911986
200,0.1,70,25,6,0.444444444,0.587222222,0.441666667,0.598888889,0.543611111,0.629444444,mds,96.34160393,0.009784081,2.216909126,0.224457539,0.211529357,7.024911986
200,0.1,70,25,10,0.4515,0.617666667,0.5005,0.575333333,0.544333333,0.652666667,mds,96.34160393,0.009784081,2.216909126,0.224457539,0.211529357,7.024911986
200,0.1,70,25,15,0.457,0.647888889,0.524111111,0.565222222,0.551666667,0.671222222,mds,96.34160393,0.009784081,2.216909126,0.224457539,0.211529357,7.024911986
200,0.1,70,35,1,0.465,0.541666667,0.201666667,0.373333333,0.526666667,0.541666667,pca,56.84701514,0.008271345,2.212644143,0.334329877,0.203174729,7.012685491
200,0.1,70,35,3,0.444444444,0.551111111,0.342777778,0.498333333,0.550555556,0.585,mds,56.84701514,0.008271345,2.212644143,0.334329877,0.203174729,7.012685491
200,0.1,70,35,6,0.445277778,0.587222222,0.441666667,0.598888889,0.543611111,0.629444444,mds,56.84701514,0.008271345,2.212644143,0.334329877,0.203174729,7.012685491
200,0.1,70,35,10,0.450833333,0.617666667,0.5005,0.575333333,0.544333333,0.652666667,mds,56.84701514,0.008271345,2.212644143,0.334329877,0.203174729,7.012685491
200,0.1,70,35,15,0.456444444,0.647888889,0.524111111,0.565222222,0.551666667,0.671222222,mds,56.84701514,0.008271345,2.212644143,0.334329877,0.203174729,7.012685491
200,0.1,70,50,1,0.466666667,0.541666667,0.201666667,0.373333333,0.526666667,0.541666667,pca,66.76421423,0.009957978,2.238264243,0.301047581,0.792421656,6.999384092
200,0.1,70,50,3,0.442222222,0.551111111,0.342777778,0.498333333,0.550555556,0.585,mds,66.76421423,0.009957978,2.238264243,0.301047581,0.792421656,6.999384092
200,0.1,70,50,6,0.444444444,0.587222222,0.441666667,0.598888889,0.543611111,0.629444444,mds,66.76421423,0.009957978,2.238264243,0.301047581,0.792421656,6.999384092
200,0.1,70,50,10,0.449833333,0.617666667,0.5005,0.575333333,0.544333333,0.652666667,mds,66.76421423,0.009957978,2.238264243,0.301047581,0.792421656,6.999384092
200,0.1,70,50,15,0.457,0.647888889,0.524111111,0.565222222,0.551666667,0.671222222,mds,66.76421423,0.009957978,2.238264243,0.301047581,0.792421656,6.999384092
200,0.1,70,10000,1,0.465,0.541666667,0.201666667,0.373333333,0.526666667,0.541666667,pca,170.0967359,0.009716791,2.230673986,0.279908455,0.208277593,6.94745244
200,0.1,70,10000,3,0.441111111,0.551111111,0.342777778,0.498333333,0.550555556,0.585,mds,170.0967359,0.009716791,2.230673986,0.279908455,0.208277593,6.94745244
200,0.1,70,10000,6,0.443333333,0.587222222,0.441666667,0.598888889,0.543611111,0.629444444,mds,170.0967359,0.009716791,2.230673986,0.279908455,0.208277593,6.94745244
200,0.1,70,10000,10,0.450666667,0.617666667,0.5005,0.575333333,0.544333333,0.652666667,mds,170.0967359,0.009716791,2.230673986,0.279908455,0.208277593,6.94745244
200,0.1,70,10000,15,0.456888889,0.647888889,0.524111111,0.565222222,0.551666667,0.671222222,mds,170.0967359,0.009716791,2.230673986,0.279908455,0.208277593,6.94745244
200,0.2,70,1,1,0.608333333,0.713333333,0.225,0.39,0.623333333,0.611666667,pca,178.2819487,0.222634893,2.455214475,0.261090654,0.232292228,8.015366212
200,0.2,70,1,3,0.608333333,0.708888889,0.343888889,0.541111111,0.629444444,0.653333333,pca,178.2819487,0.222634893,2.455214475,0.261090654,0.232292228,8.015366212
200,0.2,70,1,6,0.599166667,0.723888889,0.440277778,0.645277778,0.636944444,0.691111111,pca,178.2819487,0.222634893,2.455214475,0.261090654,0.232292228,8.015366212
200,0.2,70,1,10,0.597166667,0.739166667,0.507166667,0.5955,0.628666667,0.722,pca,178.2819487,0.222634893,2.455214475,0.261090654,0.232292228,8.015366212
200,0.2,70,1,15,0.598444444,0.755333333,0.524555556,0.582,0.627111111,0.747111111,pca,178.2819487,0.222634893,2.455214475,0.261090654,0.232292228,8.015366212
200,0.2,70,6,1,0.611666667,0.713333333,0.225,0.39,0.623333333,0.611666667,pca,204.6027518,0.193839063,2.44191694,0.494391768,0.128198562,7.423410773
200,0.2,70,6,3,0.609444444,0.708888889,0.343888889,0.541111111,0.629444444,0.653333333,pca,204.6027518,0.193839063,2.44191694,0.494391768,0.128198562,7.423410773
200,0.2,70,6,6,0.600277778,0.723888889,0.440277778,0.645277778,0.636944444,0.691111111,pca,204.6027518,0.193839063,2.44191694,0.494391768,0.128198562,7.423410773
