Dimension,Target Ratio,b,alpha,k,MPAD Accuracy,PCA Accuracy,UMAP Accuracy,Isomap Accuracy,KernelPCA Accuracy,MDS Accuracy,Better Method,DW-PMAD Time (s),PCA Time (s),UMAP Time (s),Isomap Time (s),KernelPCA Time (s),MDS Time (s)
200,0.4,90,25,15,0.926555556,0.931111111,0.530333333,0.530333333,0.733666667,0.806111111,pca,4489.190784,0.644790038,3.988767157,0.390209224,0.357097041,10.534712
200,0.4,90,35,1,0.881666667,0.876666667,0.155,0.276666667,0.623333333,0.601666667,dw_pmad,4458.293228,0.665728666,4.005819109,0.376405591,0.379898352,10.73163209
200,0.4,90,35,3,0.885555556,0.888333333,0.303333333,0.43,0.661666667,0.670555556,pca,4458.293228,0.665728666,4.005819109,0.376405591,0.379898352,10.73163209
200,0.4,90,35,6,0.915555556,0.919166667,0.401388889,0.550555556,0.696388889,0.734444444,pca,4458.293228,0.665728666,4.005819109,0.376405591,0.379898352,10.73163209
200,0.4,90,35,10,0.916333333,0.920833333,0.478,0.522666667,0.713,0.770166667,pca,4458.293228,0.665728666,4.005819109,0.376405591,0.379898352,10.73163209
200,0.4,90,35,15,0.925222222,0.931111111,0.530333333,0.530333333,0.733666667,0.806111111,pca,4458.293228,0.665728666,4.005819109,0.376405591,0.379898352,10.73163209
200,0.4,90,50,1,0.88,0.876666667,0.155,0.276666667,0.623333333,0.601666667,dw_pmad,4445.102137,0.692050337,4.008404595,0.422386675,0.41200242,11.67990707
200,0.4,90,50,3,0.887777778,0.888333333,0.303333333,0.43,0.661666667,0.670555556,pca,4445.102137,0.692050337,4.008404595,0.422386675,0.41200242,11.67990707
200,0.4,90,50,6,0.914444444,0.919166667,0.401388889,0.550555556,0.696388889,0.734444444,pca,4445.102137,0.692050337,4.008404595,0.422386675,0.41200242,11.67990707
200,0.4,90,50,10,0.919,0.920833333,0.478,0.522666667,0.713,0.770166667,pca,4445.102137,0.692050337,4.008404595,0.422386675,0.41200242,11.67990707
200,0.4,90,50,15,0.928111111,0.931111111,0.530333333,0.530333333,0.733666667,0.806111111,pca,4445.102137,0.692050337,4.008404595,0.422386675,0.41200242,11.67990707
200,0.4,90,10000,1,0.866666667,0.876666667,0.155,0.276666667,0.623333333,0.601666667,pca,3944.472086,0.623360323,4.086742849,0.367521559,0.351814439,10.5975012
200,0.4,90,10000,3,0.88,0.888333333,0.303333333,0.43,0.661666667,0.670555556,pca,3944.472086,0.623360323,4.086742849,0.367521559,0.351814439,10.5975012
200,0.4,90,10000,6,0.910277778,0.919166667,0.401388889,0.550555556,0.696388889,0.734444444,pca,3944.472086,0.623360323,4.086742849,0.367521559,0.351814439,10.5975012
200,0.4,90,10000,10,0.911333333,0.920833333,0.478,0.522666667,0.713,0.770166667,pca,3944.472086,0.623360323,4.086742849,0.367521559,0.351814439,10.5975012
200,0.4,90,10000,15,0.923444444,0.931111111,0.530333333,0.530333333,0.733666667,0.806111111,pca,3944.472086,0.623360323,4.086742849,0.367521559,0.351814439,10.5975012
200,0.6,90,1,1,0.941666667,0.945,0.15,0.256666667,0.705,0.648333333,pca,6802.666141,1.237496437,4.797227285,0.49048879,0.4036458,10.96424444
200,0.6,90,1,3,0.95,0.953888889,0.29,0.446111111,0.736666667,0.707222222,pca,6802.666141,1.237496437,4.797227285,0.49048879,0.4036458,10.96424444
200,0.6,90,1,6,0.961666667,0.965555556,0.395833333,0.563611111,0.77,0.769166667,pca,6802.666141,1.237496437,4.797227285,0.49048879,0.4036458,10.96424444
200,0.6,90,1,10,0.962833333,0.963,0.4795,0.5295,0.781,0.802,pca,6802.666141,1.237496437,4.797227285,0.49048879,0.4036458,10.96424444
200,0.6,90,1,15,0.965888889,0.967666667,0.533,0.532333333,0.792111111,0.823777778,pca,6802.666141,1.237496437,4.797227285,0.49048879,0.4036458,10.96424444
200,0.6,90,6,1,0.943333333,0.945,0.15,0.256666667,0.705,0.648333333,pca,6763.201751,1.016527985,4.80932757,0.48220919,0.456298216,11.83953251
200,0.6,90,6,3,0.959444444,0.953888889,0.29,0.446111111,0.736666667,0.707222222,dw_pmad,6763.201751,1.016527985,4.80932757,0.48220919,0.456298216,11.83953251
200,0.6,90,6,6,0.96,0.965555556,0.395833333,0.563611111,0.77,0.769166667,pca,6763.201751,1.016527985,4.80932757,0.48220919,0.456298216,11.83953251
200,0.6,90,6,10,0.961166667,0.963,0.4795,0.5295,0.781,0.802,pca,6763.201751,1.016527985,4.80932757,0.48220919,0.456298216,11.83953251
200,0.6,90,6,15,0.966111111,0.967666667,0.533,0.532333333,0.792111111,0.823777778,pca,6763.201751,1.016527985,4.80932757,0.48220919,0.456298216,11.83953251
200,0.6,90,12,1,0.926666667,0.945,0.15,0.256666667,0.705,0.648333333,pca,6704.012808,1.154606347,4.699095655,0.464142061,0.376657495,10.9827403
200,0.6,90,12,3,0.952777778,0.953888889,0.29,0.446111111,0.736666667,0.707222222,pca,6704.012808,1.154606347,4.699095655,0.464142061,0.376657495,10.9827403
200,0.6,90,12,6,0.960555556,0.965555556,0.395833333,0.563611111,0.77,0.769166667,pca,6704.012808,1.154606347,4.699095655,0.464142061,0.376657495,10.9827403
200,0.6,90,12,10,0.960166667,0.963,0.4795,0.5295,0.781,0.802,pca,6704.012808,1.154606347,4.699095655,0.464142061,0.376657495,10.9827403
200,0.6,90,12,15,0.964222222,0.967666667,0.533,0.532333333,0.792111111,0.823777778,pca,6704.012808,1.154606347,4.699095655,0.464142061,0.376657495,10.9827403
200,0.6,90,18,1,0.931666667,0.945,0.15,0.256666667,0.705,0.648333333,pca,6775.24454,0.878514229,4.737662095,0.373745282,0.378696488,11.07634326
200,0.6,90,18,3,0.952777778,0.953888889,0.29,0.446111111,0.736666667,0.707222222,pca,6775.24454,0.878514229,4.737662095,0.373745282,0.378696488,11.07634326
200,0.6,90,18,6,0.963888889,0.965555556,0.395833333,0.563611111,0.77,0.769166667,pca,6775.24454,0.878514229,4.737662095,0.373745282,0.378696488,11.07634326
200,0.6,90,18,10,0.962833333,0.963,0.4795,0.5295,0.781,0.802,pca,6775.24454,0.878514229,4.737662095,0.373745282,0.378696488,11.07634326
200,0.6,90,18,15,0.964111111,0.967666667,0.533,0.532333333,0.792111111,0.823777778,pca,6775.24454,0.878514229,4.737662095,0.373745282,0.378696488,11.07634326
200,0.6,90,25,1,0.938333333,0.945,0.15,0.256666667,0.705,0.648333333,pca,6787.17402,1.91273267,5.905026672,0.4826232,1.824452532,13.5034446
200,0.6,90,25,3,0.957777778,0.953888889,0.29,0.446111111,0.736666667,0.707222222,dw_pmad,6787.17402,1.91273267,5.905026672,0.4826232,1.824452532,13.5034446
200,0.6,90,25,6,0.959722222,0.965555556,0.395833333,0.563611111,0.77,0.769166667,pca,6787.17402,1.91273267,5.905026672,0.4826232,1.824452532,13.5034446
200,0.6,90,25,10,0.960666667,0.963,0.4795,0.5295,0.781,0.802,pca,6787.17402,1.91273267,5.905026672,0.4826232,1.824452532,13.5034446
200,0.6,90,25,15,0.964888889,0.967666667,0.533,0.532333333,0.792111111,0.823777778,pca,6787.17402,1.91273267,5.905026672,0.4826232,1.824452532,13.5034446
200,0.6,90,35,1,0.938333333,0.945,0.15,0.256666667,0.705,0.648333333,pca,6786.251971,1.960786871,4.749577612,0.382474125,0.447842724,12.68757544
200,0.6,90,35,3,0.950555556,0.953888889,0.29,0.446111111,0.736666667,0.707222222,pca,6786.251971,1.960786871,4.749577612,0.382474125,0.447842724,12.68757544
200,0.6,90,35,6,0.963611111,0.965555556,0.395833333,0.563611111,0.77,0.769166667,pca,6786.251971,1.960786871,4.749577612,0.382474125,0.447842724,12.68757544
200,0.6,90,35,10,0.9605,0.963,0.4795,0.5295,0.781,0.802,pca,6786.251971,1.960786871,4.749577612,0.382474125,0.447842724,12.68757544
200,0.6,90,35,15,0.964666667,0.967666667,0.533,0.532333333,0.792111111,0.823777778,pca,6786.251971,1.960786871,4.749577612,0.382474125,0.447842724,12.68757544
200,0.6,90,50,1,0.935,0.945,0.15,0.256666667,0.705,0.648333333,pca,6721.168381,1.012084226,4.72958198,0.406190862,0.464009754,11.93166661
200,0.6,90,50,3,0.95,0.953888889,0.29,0.446111111,0.736666667,0.707222222,pca,6721.168381,1.012084226,4.72958198,0.406190862,0.464009754,11.93166661
200,0.6,90,50,6,0.965277778,0.965555556,0.395833333,0.563611111,0.77,0.769166667,pca,6721.168381,1.012084226,4.72958198,0.406190862,0.464009754,11.93166661
200,0.6,90,50,10,0.961166667,0.963,0.4795,0.5295,0.781,0.802,pca,6721.168381,1.012084226,4.72958198,0.406190862,0.464009754,11.93166661
200,0.6,90,50,15,0.966,0.967666667,0.533,0.532333333,0.792111111,0.823777778,pca,6721.168381,1.012084226,4.72958198,0.406190862,0.464009754,11.93166661
200,0.6,90,10000,1,0.923333333,0.945,0.15,0.256666667,0.705,0.648333333,pca,5823.174267,0.822464771,4.807260222,0.368735202,1.389353501,11.22895052
200,0.6,90,10000,3,0.945,0.953888889,0.29,0.446111111,0.736666667,0.707222222,pca,5823.174267,0.822464771,4.807260222,0.368735202,1.389353501,11.22895052
200,0.6,90,10000,6,0.953611111,0.965555556,0.395833333,0.563611111,0.77,0.769166667,pca,5823.174267,0.822464771,4.807260222,0.368735202,1.389353501,11.22895052
200,0.6,90,10000,10,0.9555,0.963,0.4795,0.5295,0.781,0.802,pca,5823.174267,0.822464771,4.807260222,0.368735202,1.389353501,11.22895052
200,0.6,90,10000,15,0.960333333,0.967666667,0.533,0.532333333,0.792111111,0.823777778,pca,5823.174267,0.822464771,4.807260222,0.368735202,1.389353501,11.22895052
200,0.05,80,1,1,0.371666667,0.388333333,0.155,0.208333333,0.368333333,0.341666667,pca,741.1962393,0.034958124,17.21098164,0.378152596,0.304323747,8.322490829
200,0.05,80,1,3,0.421111111,0.443888889,0.301111111,0.306666667,0.362777778,0.428333333,pca,741.1962393,0.034958124,17.21098164,0.378152596,0.304323747,8.322490829
200,0.05,80,1,6,0.506666667,0.508611111,0.406388889,0.408333333,0.427777778,0.490277778,pca,741.1962393,0.034958124,17.21098164,0.378152596,0.304323747,8.322490829
200,0.05,80,1,10,0.556,0.561166667,0.483166667,0.4415,0.4805,0.538833333,pca,741.1962393,0.034958124,17.21098164,0.378152596,0.304323747,8.322490829
200,0.05,80,1,15,0.600555556,0.602111111,0.531666667,0.473,0.513777778,0.585888889,pca,741.1962393,0.034958124,17.21098164,0.378152596,0.304323747,8.322490829
200,0.05,80,6,1,0.368333333,0.388333333,0.155,0.208333333,0.368333333,0.341666667,pca,511.2267537,0.013394472,2.673737642,0.320395766,0.298335867,9.032608095
200,0.05,80,6,3,0.443888889,0.443888889,0.301111111,0.306666667,0.362777778,0.428333333,dw_pmad,511.2267537,0.013394472,2.673737642,0.320395766,0.298335867,9.032608095
200,0.05,80,6,6,0.506666667,0.508611111,0.406388889,0.408333333,0.427777778,0.490277778,pca,511.2267537,0.013394472,2.673737642,0.320395766,0.298335867,9.032608095
200,0.05,80,6,10,0.554833333,0.561166667,0.483166667,0.4415,0.4805,0.538833333,pca,511.2267537,0.013394472,2.673737642,0.320395766,0.298335867,9.032608095
200,0.05,80,6,15,0.604,0.602111111,0.531666667,0.473,0.513777778,0.585888889,dw_pmad,511.2267537,0.013394472,2.673737642,0.320395766,0.298335867,9.032608095
200,0.05,80,12,1,0.385,0.388333333,0.155,0.208333333,0.368333333,0.341666667,pca,500.9241672,0.011319508,2.689515086,0.318488433,0.306979922,9.339442008
200,0.05,80,12,3,0.438888889,0.443888889,0.301111111,0.306666667,0.362777778,0.428333333,pca,500.9241672,0.011319508,2.689515086,0.318488433,0.306979922,9.339442008
200,0.05,80,12,6,0.505277778,0.508611111,0.406388889,0.408333333,0.427777778,0.490277778,pca,500.9241672,0.011319508,2.689515086,0.318488433,0.306979922,9.339442008
200,0.05,80,12,10,0.557,0.561166667,0.483166667,0.4415,0.4805,0.538833333,pca,500.9241672,0.011319508,2.689515086,0.318488433,0.306979922,9.339442008
200,0.05,80,12,15,0.598555556,0.602111111,0.531666667,0.473,0.513777778,0.585888889,pca,500.9241672,0.011319508,2.689515086,0.318488433,0.306979922,9.339442008
200,0.05,80,18,1,0.378333333,0.388333333,0.155,0.208333333,0.368333333,0.341666667,pca,521.5282349,0.011237845,2.677320147,0.31386457,0.299887065,9.363966966
200,0.05,80,18,3,0.441111111,0.443888889,0.301111111,0.306666667,0.362777778,0.428333333,pca,521.5282349,0.011237845,2.677320147,0.31386457,0.299887065,9.363966966
200,0.05,80,18,6,0.503055556,0.508611111,0.406388889,0.408333333,0.427777778,0.490277778,pca,521.5282349,0.011237845,2.677320147,0.31386457,0.299887065,9.363966966
200,0.05,80,18,10,0.556166667,0.561166667,0.483166667,0.4415,0.4805,0.538833333,pca,521.5282349,0.011237845,2.677320147,0.31386457,0.299887065,9.363966966
200,0.05,80,18,15,0.595888889,0.602111111,0.531666667,0.473,0.513777778,0.585888889,pca,521.5282349,0.011237845,2.677320147,0.31386457,0.299887065,9.363966966
200,0.05,80,25,1,0.361666667,0.388333333,0.155,0.208333333,0.368333333,0.341666667,pca,503.3299026,0.010889087,2.664727409,0.314064215,0.342543973,9.336001516
200,0.05,80,25,3,0.423333333,0.443888889,0.301111111,0.306666667,0.362777778,0.428333333,pca,503.3299026,0.010889087,2.664727409,0.314064215,0.342543973,9.336001516
200,0.05,80,25,6,0.495277778,0.508611111,0.406388889,0.408333333,0.427777778,0.490277778,pca,503.3299026,0.010889087,2.664727409,0.314064215,0.342543973,9.336001516
200,0.05,80,25,10,0.550166667,0.561166667,0.483166667,0.4415,0.4805,0.538833333,pca,503.3299026,0.010889087,2.664727409,0.314064215,0.342543973,9.336001516
200,0.05,80,25,15,0.592444444,0.602111111,0.531666667,0.473,0.513777778,0.585888889,pca,503.3299026,0.010889087,2.664727409,0.314064215,0.342543973,9.336001516
200,0.05,80,35,1,0.375,0.388333333,0.155,0.208333333,0.368333333,0.341666667,pca,510.8390608,0.010501729,2.677941512,0.352626235,0.320575746,9.374444553
200,0.05,80,35,3,0.443888889,0.443888889,0.301111111,0.306666667,0.362777778,0.428333333,dw_pmad,510.8390608,0.010501729,2.677941512,0.352626235,0.320575746,9.374444553
200,0.05,80,35,6,0.501944444,0.508611111,0.406388889,0.408333333,0.427777778,0.490277778,pca,510.8390608,0.010501729,2.677941512,0.352626235,0.320575746,9.374444553
200,0.05,80,35,10,0.548,0.561166667,0.483166667,0.4415,0.4805,0.538833333,pca,510.8390608,0.010501729,2.677941512,0.352626235,0.320575746,9.374444553
200,0.05,80,35,15,0.595777778,0.602111111,0.531666667,0.473,0.513777778,0.585888889,pca,510.8390608,0.010501729,2.677941512,0.352626235,0.320575746,9.374444553
200,0.05,80,50,1,0.365,0.388333333,0.155,0.208333333,0.368333333,0.341666667,pca,503.9340689,0.012443691,2.678601834,0.351419363,0.315899035,8.461387587
200,0.05,80,50,3,0.43,0.443888889,0.301111111,0.306666667,0.362777778,0.428333333,pca,503.9340689,0.012443691,2.678601834,0.351419363,0.315899035,8.461387587
200,0.05,80,50,6,0.5,0.508611111,0.406388889,0.408333333,0.427777778,0.490277778,pca,503.9340689,0.012443691,2.678601834,0.351419363,0.315899035,8.461387587
200,0.05,80,50,10,0.5475,0.561166667,0.483166667,0.4415,0.4805,0.538833333,pca,503.9340689,0.012443691,2.678601834,0.351419363,0.315899035,8.461387587
200,0.05,80,50,15,0.595444444,0.602111111,0.531666667,0.473,0.513777778,0.585888889,pca,503.9340689,0.012443691,2.678601834,0.351419363,0.315899035,8.461387587
200,0.05,80,10000,1,0.366666667,0.388333333,0.155,0.208333333,0.368333333,0.341666667,pca,506.8961167,0.013974722,2.697324754,0.327363533,1.633803402,9.428006645
200,0.05,80,10000,3,0.428333333,0.443888889,0.301111111,0.306666667,0.362777778,0.428333333,pca,506.8961167,0.013974722,2.697324754,0.327363533,1.633803402,9.428006645
200,0.05,80,10000,6,0.491388889,0.508611111,0.406388889,0.408333333,0.427777778,0.490277778,pca,506.8961167,0.013974722,2.697324754,0.327363533,1.633803402,9.428006645
200,0.05,80,10000,10,0.541833333,0.561166667,0.483166667,0.4415,0.4805,0.538833333,pca,506.8961167,0.013974722,2.697324754,0.327363533,1.633803402,9.428006645
200,0.05,80,10000,15,0.583444444,0.602111111,0.531666667,0.473,0.513777778,0.585888889,pca,506.8961167,0.013974722,2.697324754,0.327363533,1.633803402,9.428006645
200,0.1,80,1,1,0.555,0.55,0.146666667,0.238333333,0.435,0.458333333,dw_pmad,1102.836967,0.018327756,2.976426361,0.35878445,0.482165404,9.505468629
200,0.1,80,1,3,0.609444444,0.608888889,0.301111111,0.362777778,0.473333333,0.53,dw_pmad,1102.836967,0.018327756,2.976426361,0.35878445,0.482165404,9.505468629
200,0.1,80,1,6,0.675555556,0.675277778,0.412222222,0.474722222,0.53,0.584166667,dw_pmad,1102.836967,0.018327756,2.976426361,0.35878445,0.482165404,9.505468629
200,0.1,80,1,10,0.712666667,0.707666667,0.480666667,0.488833333,0.565333333,0.638,dw_pmad,1102.836967,0.018327756,2.976426361,0.35878445,0.482165404,9.505468629
200,0.1,80,1,15,0.742333333,0.747444444,0.530555556,0.506222222,0.599333333,0.675777778,pca,1102.836967,0.018327756,2.976426361,0.35878445,0.482165404,9.505468629
200,0.1,80,6,1,0.555,0.55,0.146666667,0.238333333,0.435,0.458333333,dw_pmad,1066.710323,0.01436743,2.96276236,0.362446978,0.825312725,9.594038746
200,0.1,80,6,3,0.605,0.608888889,0.301111111,0.362777778,0.473333333,0.53,pca,1066.710323,0.01436743,2.96276236,0.362446978,0.825312725,9.594038746
200,0.1,80,6,6,0.671944444,0.675277778,0.412222222,0.474722222,0.53,0.584166667,pca,1066.710323,0.01436743,2.96276236,0.362446978,0.825312725,9.594038746
200,0.1,80,6,10,0.710166667,0.707666667,0.480666667,0.488833333,0.565333333,0.638,dw_pmad,1066.710323,0.01436743,2.96276236,0.362446978,0.825312725,9.594038746
200,0.1,80,6,15,0.744777778,0.747444444,0.530555556,0.506222222,0.599333333,0.675777778,pca,1066.710323,0.01436743,2.96276236,0.362446978,0.825312725,9.594038746
200,0.1,80,12,1,0.508333333,0.55,0.146666667,0.238333333,0.435,0.458333333,pca,1084.403174,0.014062751,2.951420762,0.459791611,0.363417964,9.588046211
200,0.1,80,12,3,0.613888889,0.608888889,0.301111111,0.362777778,0.473333333,0.53,dw_pmad,1084.403174,0.014062751,2.951420762,0.459791611,0.363417964,9.588046211
200,0.1,80,12,6,0.668055556,0.675277778,0.412222222,0.474722222,0.53,0.584166667,pca,1084.403174,0.014062751,2.951420762,0.459791611,0.363417964,9.588046211
200,0.1,80,12,10,0.709333333,0.707666667,0.480666667,0.488833333,0.565333333,0.638,dw_pmad,1084.403174,0.014062751,2.951420762,0.459791611,0.363417964,9.588046211
200,0.1,80,12,15,0.741666667,0.747444444,0.530555556,0.506222222,0.599333333,0.675777778,pca,1084.403174,0.014062751,2.951420762,0.459791611,0.363417964,9.588046211
200,0.1,80,18,1,0.521666667,0.55,0.146666667,0.238333333,0.435,0.458333333,pca,1103.778742,0.014925735,2.955577551,0.338552009,0.306697661,8.638634982
200,0.1,80,18,3,0.615555556,0.608888889,0.301111111,0.362777778,0.473333333,0.53,dw_pmad,1103.778742,0.014925735,2.955577551,0.338552009,0.306697661,8.638634982
200,0.1,80,18,6,0.672222222,0.675277778,0.412222222,0.474722222,0.53,0.584166667,pca,1103.778742,0.014925735,2.955577551,0.338552009,0.306697661,8.638634982
200,0.1,80,18,10,0.706833333,0.707666667,0.480666667,0.488833333,0.565333333,0.638,pca,1103.778742,0.014925735,2.955577551,0.338552009,0.306697661,8.638634982
200,0.1,80,18,15,0.741333333,0.747444444,0.530555556,0.506222222,0.599333333,0.675777778,pca,1103.778742,0.014925735,2.955577551,0.338552009,0.306697661,8.638634982
200,0.1,80,25,1,0.545,0.55,0.146666667,0.238333333,0.435,0.458333333,pca,1082.031651,0.01059749,2.910004853,0.371228709,0.325774914,8.918201008
200,0.1,80,25,3,0.615,0.608888889,0.301111111,0.362777778,0.473333333,0.53,dw_pmad,1082.031651,0.01059749,2.910004853,0.371228709,0.325774914,8.918201008
200,0.1,80,25,6,0.6675,0.675277778,0.412222222,0.474722222,0.53,0.584166667,pca,1082.031651,0.01059749,2.910004853,0.371228709,0.325774914,8.918201008
200,0.1,80,25,10,0.704833333,0.707666667,0.480666667,0.488833333,0.565333333,0.638,pca,1082.031651,0.01059749,2.910004853,0.371228709,0.325774914,8.918201008
200,0.1,80,25,15,0.739666667,0.747444444,0.530555556,0.506222222,0.599333333,0.675777778,pca,1082.031651,0.01059749,2.910004853,0.371228709,0.325774914,8.918201008
200,0.1,80,35,1,0.536666667,0.55,0.146666667,0.238333333,0.435,0.458333333,pca,1094.821118,0.011619651,2.98451726,0.811881559,0.346520699,9.813283763
200,0.1,80,35,3,0.608888889,0.608888889,0.301111111,0.362777778,0.473333333,0.53,dw_pmad,1094.821118,0.011619651,2.98451726,0.811881559,0.346520699,9.813283763
200,0.1,80,35,6,0.669722222,0.675277778,0.412222222,0.474722222,0.53,0.584166667,pca,1094.821118,0.011619651,2.98451726,0.811881559,0.346520699,9.813283763
200,0.1,80,35,10,0.711833333,0.707666667,0.480666667,0.488833333,0.565333333,0.638,dw_pmad,1094.821118,0.011619651,2.98451726,0.811881559,0.346520699,9.813283763
200,0.1,80,35,15,0.743222222,0.747444444,0.530555556,0.506222222,0.599333333,0.675777778,pca,1094.821118,0.011619651,2.98451726,0.811881559,0.346520699,9.813283763
200,0.1,80,50,1,0.55,0.55,0.146666667,0.238333333,0.435,0.458333333,dw_pmad,1092.255962,0.013742544,2.959915281,0.378630107,0.407608247,9.440382041
200,0.1,80,50,3,0.611666667,0.608888889,0.301111111,0.362777778,0.473333333,0.53,dw_pmad,1092.255962,0.013742544,2.959915281,0.378630107,0.407608247,9.440382041
200,0.1,80,50,6,0.669444444,0.675277778,0.412222222,0.474722222,0.53,0.584166667,pca,1092.255962,0.013742544,2.959915281,0.378630107,0.407608247,9.440382041
200,0.1,80,50,10,0.706333333,0.707666667,0.480666667,0.488833333,0.565333333,0.638,pca,1092.255962,0.013742544,2.959915281,0.378630107,0.407608247,9.440382041
200,0.1,80,50,15,0.741333333,0.747444444,0.530555556,0.506222222,0.599333333,0.675777778,pca,1092.255962,0.013742544,2.959915281,0.378630107,0.407608247,9.440382041
200,0.1,80,10000,1,0.558333333,0.55,0.146666667,0.238333333,0.435,0.458333333,dw_pmad,1038.746251,0.010172695,2.912643124,0.36674951,0.357889761,9.582068565
200,0.1,80,10000,3,0.593333333,0.608888889,0.301111111,0.362777778,0.473333333,0.53,pca,1038.746251,0.010172695,2.912643124,0.36674951,0.357889761,9.582068565
200,0.1,80,10000,6,0.659166667,0.675277778,0.412222222,0.474722222,0.53,0.584166667,pca,1038.746251,0.010172695,2.912643124,0.36674951,0.357889761,9.582068565
200,0.1,80,10000,10,0.693166667,0.707666667,0.480666667,0.488833333,0.565333333,0.638,pca,1038.746251,0.010172695,2.912643124,0.36674951,0.357889761,9.582068565
200,0.1,80,10000,15,0.732222222,0.747444444,0.530555556,0.506222222,0.599333333,0.675777778,pca,1038.746251,0.010172695,2.912643124,0.36674951,0.357889761,9.582068565
200,0.2,80,1,1,0.733333333,0.738333333,0.17,0.256666667,0.511666667,0.565,pca,2267.923203,0.454261168,3.216785797,3.683298438,1.088441423,9.95146451
200,0.2,80,1,3,0.753333333,0.758333333,0.31,0.402777778,0.570555556,0.61,pca,2267.923203,0.454261168,3.216785797,3.683298438,1.088441423,9.95146451
200,0.2,80,1,6,0.804444444,0.814166667,0.399166667,0.523333333,0.618055556,0.681666667,pca,2267.923203,0.454261168,3.216785797,3.683298438,1.088441423,9.95146451
200,0.2,80,1,10,0.827166667,0.828666667,0.479833333,0.508833333,0.637833333,0.717833333,pca,2267.923203,0.454261168,3.216785797,3.683298438,1.088441423,9.95146451
200,0.2,80,1,15,0.849,0.850111111,0.537666667,0.520888889,0.658888889,0.754666667,pca,2267.923203,0.454261168,3.216785797,3.683298438,1.088441423,9.95146451
200,0.2,80,6,1,0.716666667,0.738333333,0.17,0.256666667,0.511666667,0.565,pca,2249.078424,0.471984534,3.247409595,1.241771573,1.126749933,9.912905844
200,0.2,80,6,3,0.754444444,0.758333333,0.31,0.402777778,0.570555556,0.61,pca,2249.078424,0.471984534,3.247409595,1.241771573,1.126749933,9.912905844
200,0.2,80,6,6,0.808611111,0.814166667,0.399166667,0.523333333,0.618055556,0.681666667,pca,2249.078424,0.471984534,3.247409595,1.241771573,1.126749933,9.912905844
200,0.2,80,6,10,0.829833333,0.828666667,0.479833333,0.508833333,0.637833333,0.717833333,dw_pmad,2249.078424,0.471984534,3.247409595,1.241771573,1.126749933,9.912905844
200,0.2,80,6,15,0.846222222,0.850111111,0.537666667,0.520888889,0.658888889,0.754666667,pca,2249.078424,0.471984534,3.247409595,1.241771573,1.126749933,9.912905844
200,0.2,80,12,1,0.72,0.738333333,0.17,0.256666667,0.511666667,0.565,pca,2217.4364,0.48946639,3.230253975,1.207651659,1.184344651,9.907937205
200,0.2,80,12,3,0.755,0.758333333,0.31,0.402777778,0.570555556,0.61,pca,2217.4364,0.48946639,3.230253975,1.207651659,1.184344651,9.907937205
200,0.2,80,12,6,0.810555556,0.814166667,0.399166667,0.523333333,0.618055556,0.681666667,pca,2217.4364,0.48946639,3.230253975,1.207651659,1.184344651,9.907937205
200,0.2,80,12,10,0.825166667,0.828666667,0.479833333,0.508833333,0.637833333,0.717833333,pca,2217.4364,0.48946639,3.230253975,1.207651659,1.184344651,9.907937205
200,0.2,80,12,15,0.842777778,0.850111111,0.537666667,0.520888889,0.658888889,0.754666667,pca,2217.4364,0.48946639,3.230253975,1.207651659,1.184344651,9.907937205
200,0.2,80,18,1,0.72,0.738333333,0.17,0.256666667,0.511666667,0.565,pca,2286.816403,0.53614682,3.189434736,0.448417341,0.959191974,9.936709181
200,0.2,80,18,3,0.754444444,0.758333333,0.31,0.402777778,0.570555556,0.61,pca,2286.816403,0.53614682,3.189434736,0.448417341,0.959191974,9.936709181
200,0.2,80,18,6,0.805,0.814166667,0.399166667,0.523333333,0.618055556,0.681666667,pca,2286.816403,0.53614682,3.189434736,0.448417341,0.959191974,9.936709181
200,0.2,80,18,10,0.8215,0.828666667,0.479833333,0.508833333,0.637833333,0.717833333,pca,2286.816403,0.53614682,3.189434736,0.448417341,0.959191974,9.936709181
200,0.2,80,18,15,0.842444444,0.850111111,0.537666667,0.520888889,0.658888889,0.754666667,pca,2286.816403,0.53614682,3.189434736,0.448417341,0.959191974,9.936709181
200,0.2,80,25,1,0.728333333,0.738333333,0.17,0.256666667,0.511666667,0.565,pca,2246.138044,0.47905256,3.252982391,0.406991379,0.452164999,10.05568367
200,0.2,80,25,3,0.752222222,0.758333333,0.31,0.402777778,0.570555556,0.61,pca,2246.138044,0.47905256,3.252982391,0.406991379,0.452164999,10.05568367
200,0.2,80,25,6,0.8075,0.814166667,0.399166667,0.523333333,0.618055556,0.681666667,pca,2246.138044,0.47905256,3.252982391,0.406991379,0.452164999,10.05568367
200,0.2,80,25,10,0.824166667,0.828666667,0.479833333,0.508833333,0.637833333,0.717833333,pca,2246.138044,0.47905256,3.252982391,0.406991379,0.452164999,10.05568367
200,0.2,80,25,15,0.843111111,0.850111111,0.537666667,0.520888889,0.658888889,0.754666667,pca,2246.138044,0.47905256,3.252982391,0.406991379,0.452164999,10.05568367
200,0.2,80,35,1,0.721666667,0.738333333,0.17,0.256666667,0.511666667,0.565,pca,2270.74438,0.477375681,3.245814254,1.17610222,1.164717072,9.910929732
