Dimension,Target Ratio,b,alpha,k,MPAD Accuracy,PCA Accuracy,UMAP Accuracy,Isomap Accuracy,KernelPCA Accuracy,MDS Accuracy,Better Method,DW-PMAD Time (s),PCA Time (s),UMAP Time (s),Isomap Time (s),KernelPCA Time (s),MDS Time (s)
200,0.2,70,1,15,0.844666667,0.850111111,0.533888889,0.520888889,0.658888889,0.754666667,pca,689.4288398,0.02492068,1.578525009,0.28588764,0.191629012,8.598149277
200,0.2,70,6,1,0.726666667,0.738333333,0.173333333,0.256666667,0.511666667,0.565,pca,702.9379251,0.03451984,1.602879124,0.279182853,0.11760044,8.472343198
200,0.2,70,6,3,0.756666667,0.758333333,0.299444444,0.402777778,0.570555556,0.61,pca,702.9379251,0.03451984,1.602879124,0.279182853,0.11760044,8.472343198
200,0.2,70,6,6,0.811666667,0.814166667,0.398055556,0.523333333,0.618055556,0.681666667,pca,702.9379251,0.03451984,1.602879124,0.279182853,0.11760044,8.472343198
200,0.2,70,6,10,0.823,0.828666667,0.480166667,0.508833333,0.637833333,0.717833333,pca,702.9379251,0.03451984,1.602879124,0.279182853,0.11760044,8.472343198
200,0.2,70,6,15,0.845222222,0.850111111,0.533888889,0.520888889,0.658888889,0.754666667,pca,702.9379251,0.03451984,1.602879124,0.279182853,0.11760044,8.472343198
200,0.2,70,12,1,0.731666667,0.738333333,0.173333333,0.256666667,0.511666667,0.565,pca,693.4250919,0.022752367,1.581364953,0.274024106,0.160266412,8.537889632
200,0.2,70,12,3,0.754444444,0.758333333,0.299444444,0.402777778,0.570555556,0.61,pca,693.4250919,0.022752367,1.581364953,0.274024106,0.160266412,8.537889632
200,0.2,70,12,6,0.807222222,0.814166667,0.398055556,0.523333333,0.618055556,0.681666667,pca,693.4250919,0.022752367,1.581364953,0.274024106,0.160266412,8.537889632
200,0.2,70,12,10,0.828666667,0.828666667,0.480166667,0.508833333,0.637833333,0.717833333,dw_pmad,693.4250919,0.022752367,1.581364953,0.274024106,0.160266412,8.537889632
200,0.2,70,12,15,0.847777778,0.850111111,0.533888889,0.520888889,0.658888889,0.754666667,pca,693.4250919,0.022752367,1.581364953,0.274024106,0.160266412,8.537889632
200,0.2,70,18,1,0.736666667,0.738333333,0.173333333,0.256666667,0.511666667,0.565,pca,692.5519772,0.031540885,1.575052583,0.282880575,0.205555209,8.386907655
200,0.2,70,18,3,0.747777778,0.758333333,0.299444444,0.402777778,0.570555556,0.61,pca,692.5519772,0.031540885,1.575052583,0.282880575,0.205555209,8.386907655
200,0.2,70,18,6,0.802222222,0.814166667,0.398055556,0.523333333,0.618055556,0.681666667,pca,692.5519772,0.031540885,1.575052583,0.282880575,0.205555209,8.386907655
200,0.2,70,18,10,0.822666667,0.828666667,0.480166667,0.508833333,0.637833333,0.717833333,pca,692.5519772,0.031540885,1.575052583,0.282880575,0.205555209,8.386907655
200,0.2,70,18,15,0.841555556,0.850111111,0.533888889,0.520888889,0.658888889,0.754666667,pca,692.5519772,0.031540885,1.575052583,0.282880575,0.205555209,8.386907655
200,0.2,70,25,1,0.725,0.738333333,0.173333333,0.256666667,0.511666667,0.565,pca,695.0883484,0.022687867,1.569341528,0.258591078,0.14158284,8.490817562
200,0.2,70,25,3,0.754444444,0.758333333,0.299444444,0.402777778,0.570555556,0.61,pca,695.0883484,0.022687867,1.569341528,0.258591078,0.14158284,8.490817562
200,0.2,70,25,6,0.801388889,0.814166667,0.398055556,0.523333333,0.618055556,0.681666667,pca,695.0883484,0.022687867,1.569341528,0.258591078,0.14158284,8.490817562
200,0.2,70,25,10,0.829166667,0.828666667,0.480166667,0.508833333,0.637833333,0.717833333,dw_pmad,695.0883484,0.022687867,1.569341528,0.258591078,0.14158284,8.490817562
200,0.2,70,25,15,0.842111111,0.850111111,0.533888889,0.520888889,0.658888889,0.754666667,pca,695.0883484,0.022687867,1.569341528,0.258591078,0.14158284,8.490817562
200,0.2,70,35,1,0.726666667,0.738333333,0.173333333,0.256666667,0.511666667,0.565,pca,693.2213135,0.023103311,1.578540896,0.265425856,0.15525512,8.401153395
200,0.2,70,35,3,0.750555556,0.758333333,0.299444444,0.402777778,0.570555556,0.61,pca,693.2213135,0.023103311,1.578540896,0.265425856,0.15525512,8.401153395
200,0.2,70,35,6,0.805,0.814166667,0.398055556,0.523333333,0.618055556,0.681666667,pca,693.2213135,0.023103311,1.578540896,0.265425856,0.15525512,8.401153395
200,0.2,70,35,10,0.824833333,0.828666667,0.480166667,0.508833333,0.637833333,0.717833333,pca,693.2213135,0.023103311,1.578540896,0.265425856,0.15525512,8.401153395
200,0.2,70,35,15,0.843888889,0.850111111,0.533888889,0.520888889,0.658888889,0.754666667,pca,693.2213135,0.023103311,1.578540896,0.265425856,0.15525512,8.401153395
200,0.2,70,50,1,0.723333333,0.738333333,0.173333333,0.256666667,0.511666667,0.565,pca,695.0727688,0.024160136,1.560343657,0.274827254,0.174507318,8.349514448
200,0.2,70,50,3,0.749444444,0.758333333,0.299444444,0.402777778,0.570555556,0.61,pca,695.0727688,0.024160136,1.560343657,0.274827254,0.174507318,8.349514448
200,0.2,70,50,6,0.813333333,0.814166667,0.398055556,0.523333333,0.618055556,0.681666667,pca,695.0727688,0.024160136,1.560343657,0.274827254,0.174507318,8.349514448
200,0.2,70,50,10,0.827333333,0.828666667,0.480166667,0.508833333,0.637833333,0.717833333,pca,695.0727688,0.024160136,1.560343657,0.274827254,0.174507318,8.349514448
200,0.2,70,50,15,0.845333333,0.850111111,0.533888889,0.520888889,0.658888889,0.754666667,pca,695.0727688,0.024160136,1.560343657,0.274827254,0.174507318,8.349514448
200,0.2,70,10000,1,0.716666667,0.738333333,0.173333333,0.256666667,0.511666667,0.565,pca,562.8577927,0.023541758,1.674245669,0.288601738,0.153722996,8.565644348
200,0.2,70,10000,3,0.744444444,0.758333333,0.299444444,0.402777778,0.570555556,0.61,pca,562.8577927,0.023541758,1.674245669,0.288601738,0.153722996,8.565644348
200,0.2,70,10000,6,0.793888889,0.814166667,0.398055556,0.523333333,0.618055556,0.681666667,pca,562.8577927,0.023541758,1.674245669,0.288601738,0.153722996,8.565644348
200,0.2,70,10000,10,0.809166667,0.828666667,0.480166667,0.508833333,0.637833333,0.717833333,pca,562.8577927,0.023541758,1.674245669,0.288601738,0.153722996,8.565644348
200,0.2,70,10000,15,0.833,0.850111111,0.533888889,0.520888889,0.658888889,0.754666667,pca,562.8577927,0.023541758,1.674245669,0.288601738,0.153722996,8.565644348
200,0.4,70,1,1,0.883333333,0.876666667,0.176666667,0.276666667,0.623333333,0.601666667,dw_pmad,1418.284348,0.062220712,2.09864717,0.303550013,0.219775931,9.634805083
200,0.4,70,1,3,0.887777778,0.888333333,0.298888889,0.43,0.661666667,0.670555556,pca,1418.284348,0.062220712,2.09864717,0.303550013,0.219775931,9.634805083
200,0.4,70,1,6,0.915833333,0.919166667,0.403333333,0.550555556,0.696388889,0.734444444,pca,1418.284348,0.062220712,2.09864717,0.303550013,0.219775931,9.634805083
200,0.4,70,1,10,0.916166667,0.920833333,0.481833333,0.522666667,0.713,0.770166667,pca,1418.284348,0.062220712,2.09864717,0.303550013,0.219775931,9.634805083
200,0.4,70,1,15,0.925,0.931111111,0.533777778,0.530333333,0.733666667,0.806111111,pca,1418.284348,0.062220712,2.09864717,0.303550013,0.219775931,9.634805083
200,0.4,70,6,1,0.875,0.876666667,0.176666667,0.276666667,0.623333333,0.601666667,pca,1412.792083,0.053565804,2.046257046,0.304234799,0.228613028,9.383424238
200,0.4,70,6,3,0.890555556,0.888333333,0.298888889,0.43,0.661666667,0.670555556,dw_pmad,1412.792083,0.053565804,2.046257046,0.304234799,0.228613028,9.383424238
200,0.4,70,6,6,0.914166667,0.919166667,0.403333333,0.550555556,0.696388889,0.734444444,pca,1412.792083,0.053565804,2.046257046,0.304234799,0.228613028,9.383424238
200,0.4,70,6,10,0.916833333,0.920833333,0.481833333,0.522666667,0.713,0.770166667,pca,1412.792083,0.053565804,2.046257046,0.304234799,0.228613028,9.383424238
200,0.4,70,6,15,0.925666667,0.931111111,0.533777778,0.530333333,0.733666667,0.806111111,pca,1412.792083,0.053565804,2.046257046,0.304234799,0.228613028,9.383424238
200,0.4,70,12,1,0.883333333,0.876666667,0.176666667,0.276666667,0.623333333,0.601666667,dw_pmad,1417.226709,0.077885857,2.00376457,0.303253947,0.219499818,10.9936451
200,0.4,70,12,3,0.879444444,0.888333333,0.298888889,0.43,0.661666667,0.670555556,pca,1417.226709,0.077885857,2.00376457,0.303253947,0.219499818,10.9936451
200,0.4,70,12,6,0.911666667,0.919166667,0.403333333,0.550555556,0.696388889,0.734444444,pca,1417.226709,0.077885857,2.00376457,0.303253947,0.219499818,10.9936451
200,0.4,70,12,10,0.913,0.920833333,0.481833333,0.522666667,0.713,0.770166667,pca,1417.226709,0.077885857,2.00376457,0.303253947,0.219499818,10.9936451
200,0.4,70,12,15,0.924888889,0.931111111,0.533777778,0.530333333,0.733666667,0.806111111,pca,1417.226709,0.077885857,2.00376457,0.303253947,0.219499818,10.9936451
200,0.4,70,18,1,0.881666667,0.876666667,0.176666667,0.276666667,0.623333333,0.601666667,dw_pmad,1439.566172,0.046915619,2.013929196,0.312077532,0.210623147,9.100376141
200,0.4,70,18,3,0.881111111,0.888333333,0.298888889,0.43,0.661666667,0.670555556,pca,1439.566172,0.046915619,2.013929196,0.312077532,0.210623147,9.100376141
200,0.4,70,18,6,0.910277778,0.919166667,0.403333333,0.550555556,0.696388889,0.734444444,pca,1439.566172,0.046915619,2.013929196,0.312077532,0.210623147,9.100376141
200,0.4,70,18,10,0.916333333,0.920833333,0.481833333,0.522666667,0.713,0.770166667,pca,1439.566172,0.046915619,2.013929196,0.312077532,0.210623147,9.100376141
200,0.4,70,18,15,0.925,0.931111111,0.533777778,0.530333333,0.733666667,0.806111111,pca,1439.566172,0.046915619,2.013929196,0.312077532,0.210623147,9.100376141
200,0.4,70,25,1,0.868333333,0.876666667,0.176666667,0.276666667,0.623333333,0.601666667,pca,1446.275127,0.081449692,2.016367584,0.290906105,0.116900274,9.20861101
200,0.4,70,25,3,0.885555556,0.888333333,0.298888889,0.43,0.661666667,0.670555556,pca,1446.275127,0.081449692,2.016367584,0.290906105,0.116900274,9.20861101
200,0.4,70,25,6,0.912777778,0.919166667,0.403333333,0.550555556,0.696388889,0.734444444,pca,1446.275127,0.081449692,2.016367584,0.290906105,0.116900274,9.20861101
200,0.4,70,25,10,0.914333333,0.920833333,0.481833333,0.522666667,0.713,0.770166667,pca,1446.275127,0.081449692,2.016367584,0.290906105,0.116900274,9.20861101
200,0.4,70,25,15,0.924666667,0.931111111,0.533777778,0.530333333,0.733666667,0.806111111,pca,1446.275127,0.081449692,2.016367584,0.290906105,0.116900274,9.20861101
200,0.4,70,35,1,0.873333333,0.876666667,0.176666667,0.276666667,0.623333333,0.601666667,pca,1418.136851,0.059342907,2.018796397,0.291917437,0.21831593,9.162030349
200,0.4,70,35,3,0.883888889,0.888333333,0.298888889,0.43,0.661666667,0.670555556,pca,1418.136851,0.059342907,2.018796397,0.291917437,0.21831593,9.162030349
200,0.4,70,35,6,0.915,0.919166667,0.403333333,0.550555556,0.696388889,0.734444444,pca,1418.136851,0.059342907,2.018796397,0.291917437,0.21831593,9.162030349
200,0.4,70,35,10,0.917666667,0.920833333,0.481833333,0.522666667,0.713,0.770166667,pca,1418.136851,0.059342907,2.018796397,0.291917437,0.21831593,9.162030349
200,0.4,70,35,15,0.927777778,0.931111111,0.533777778,0.530333333,0.733666667,0.806111111,pca,1418.136851,0.059342907,2.018796397,0.291917437,0.21831593,9.162030349
200,0.4,70,50,1,0.868333333,0.876666667,0.176666667,0.276666667,0.623333333,0.601666667,pca,1425.110632,0.047526301,1.989234739,0.271172484,0.123417504,9.099582894
200,0.4,70,50,3,0.875,0.888333333,0.298888889,0.43,0.661666667,0.670555556,pca,1425.110632,0.047526301,1.989234739,0.271172484,0.123417504,9.099582894
200,0.4,70,50,6,0.915,0.919166667,0.403333333,0.550555556,0.696388889,0.734444444,pca,1425.110632,0.047526301,1.989234739,0.271172484,0.123417504,9.099582894
200,0.4,70,50,10,0.913666667,0.920833333,0.481833333,0.522666667,0.713,0.770166667,pca,1425.110632,0.047526301,1.989234739,0.271172484,0.123417504,9.099582894
200,0.4,70,50,15,0.926444444,0.931111111,0.533777778,0.530333333,0.733666667,0.806111111,pca,1425.110632,0.047526301,1.989234739,0.271172484,0.123417504,9.099582894
200,0.4,70,10000,1,0.851666667,0.876666667,0.176666667,0.276666667,0.623333333,0.601666667,pca,1130.521345,0.047689922,2.030029692,0.291778209,0.225925143,9.032902344
200,0.4,70,10000,3,0.877222222,0.888333333,0.298888889,0.43,0.661666667,0.670555556,pca,1130.521345,0.047689922,2.030029692,0.291778209,0.225925143,9.032902344
200,0.4,70,10000,6,0.908055556,0.919166667,0.403333333,0.550555556,0.696388889,0.734444444,pca,1130.521345,0.047689922,2.030029692,0.291778209,0.225925143,9.032902344
200,0.4,70,10000,10,0.909,0.920833333,0.481833333,0.522666667,0.713,0.770166667,pca,1130.521345,0.047689922,2.030029692,0.291778209,0.225925143,9.032902344
200,0.4,70,10000,15,0.920666667,0.931111111,0.533777778,0.530333333,0.733666667,0.806111111,pca,1130.521345,0.047689922,2.030029692,0.291778209,0.225925143,9.032902344
200,0.6,70,1,1,0.935,0.945,0.161666667,0.256666667,0.705,0.648333333,pca,2165.514097,0.133341038,2.465389811,0.32113769,0.208505754,10.17739064
200,0.6,70,1,3,0.947777778,0.953888889,0.298333333,0.446111111,0.736666667,0.707222222,pca,2165.514097,0.133341038,2.465389811,0.32113769,0.208505754,10.17739064
200,0.6,70,1,6,0.961111111,0.965555556,0.409444444,0.563611111,0.77,0.769166667,pca,2165.514097,0.133341038,2.465389811,0.32113769,0.208505754,10.17739064
200,0.6,70,1,10,0.9615,0.963,0.4845,0.5295,0.781,0.802,pca,2165.514097,0.133341038,2.465389811,0.32113769,0.208505754,10.17739064
200,0.6,70,1,15,0.964555556,0.967666667,0.532666667,0.532333333,0.792111111,0.823777778,pca,2165.514097,0.133341038,2.465389811,0.32113769,0.208505754,10.17739064
200,0.6,70,6,1,0.943333333,0.945,0.161666667,0.256666667,0.705,0.648333333,pca,2163.442276,0.166317898,2.445750242,0.303644058,0.256267578,10.46975904
200,0.6,70,6,3,0.955555556,0.953888889,0.298333333,0.446111111,0.736666667,0.707222222,dw_pmad,2163.442276,0.166317898,2.445750242,0.303644058,0.256267578,10.46975904
200,0.6,70,6,6,0.960555556,0.965555556,0.409444444,0.563611111,0.77,0.769166667,pca,2163.442276,0.166317898,2.445750242,0.303644058,0.256267578,10.46975904
200,0.6,70,6,10,0.961833333,0.963,0.4845,0.5295,0.781,0.802,pca,2163.442276,0.166317898,2.445750242,0.303644058,0.256267578,10.46975904
200,0.6,70,6,15,0.964888889,0.967666667,0.532666667,0.532333333,0.792111111,0.823777778,pca,2163.442276,0.166317898,2.445750242,0.303644058,0.256267578,10.46975904
200,0.6,70,12,1,0.936666667,0.945,0.161666667,0.256666667,0.705,0.648333333,pca,2197.34029,0.211885591,2.485934692,0.298252568,0.176760116,10.34194627
200,0.6,70,12,3,0.952222222,0.953888889,0.298333333,0.446111111,0.736666667,0.707222222,pca,2197.34029,0.211885591,2.485934692,0.298252568,0.176760116,10.34194627
200,0.6,70,12,6,0.963333333,0.965555556,0.409444444,0.563611111,0.77,0.769166667,pca,2197.34029,0.211885591,2.485934692,0.298252568,0.176760116,10.34194627
200,0.6,70,12,10,0.958333333,0.963,0.4845,0.5295,0.781,0.802,pca,2197.34029,0.211885591,2.485934692,0.298252568,0.176760116,10.34194627
200,0.6,70,12,15,0.965,0.967666667,0.532666667,0.532333333,0.792111111,0.823777778,pca,2197.34029,0.211885591,2.485934692,0.298252568,0.176760116,10.34194627
200,0.6,70,18,1,0.946666667,0.945,0.161666667,0.256666667,0.705,0.648333333,dw_pmad,2168.163369,0.161762438,2.491201035,0.310822063,0.216875443,10.7216062
200,0.6,70,18,3,0.951111111,0.953888889,0.298333333,0.446111111,0.736666667,0.707222222,pca,2168.163369,0.161762438,2.491201035,0.310822063,0.216875443,10.7216062
200,0.6,70,18,6,0.964444444,0.965555556,0.409444444,0.563611111,0.77,0.769166667,pca,2168.163369,0.161762438,2.491201035,0.310822063,0.216875443,10.7216062
200,0.6,70,18,10,0.96,0.963,0.4845,0.5295,0.781,0.802,pca,2168.163369,0.161762438,2.491201035,0.310822063,0.216875443,10.7216062
200,0.6,70,18,15,0.965,0.967666667,0.532666667,0.532333333,0.792111111,0.823777778,pca,2168.163369,0.161762438,2.491201035,0.310822063,0.216875443,10.7216062
200,0.6,70,25,1,0.941666667,0.945,0.161666667,0.256666667,0.705,0.648333333,pca,2175.014657,0.260748727,2.460747261,0.293672855,0.226223597,10.33562079
200,0.6,70,25,3,0.955555556,0.953888889,0.298333333,0.446111111,0.736666667,0.707222222,dw_pmad,2175.014657,0.260748727,2.460747261,0.293672855,0.226223597,10.33562079
200,0.6,70,25,6,0.962222222,0.965555556,0.409444444,0.563611111,0.77,0.769166667,pca,2175.014657,0.260748727,2.460747261,0.293672855,0.226223597,10.33562079
200,0.6,70,25,10,0.959833333,0.963,0.4845,0.5295,0.781,0.802,pca,2175.014657,0.260748727,2.460747261,0.293672855,0.226223597,10.33562079
200,0.6,70,25,15,0.965,0.967666667,0.532666667,0.532333333,0.792111111,0.823777778,pca,2175.014657,0.260748727,2.460747261,0.293672855,0.226223597,10.33562079
200,0.6,70,35,1,0.945,0.945,0.161666667,0.256666667,0.705,0.648333333,dw_pmad,2202.228105,0.106195188,2.454225092,0.297950988,0.135273386,10.44836911
200,0.6,70,35,3,0.949444444,0.953888889,0.298333333,0.446111111,0.736666667,0.707222222,pca,2202.228105,0.106195188,2.454225092,0.297950988,0.135273386,10.44836911
200,0.6,70,35,6,0.961944444,0.965555556,0.409444444,0.563611111,0.77,0.769166667,pca,2202.228105,0.106195188,2.454225092,0.297950988,0.135273386,10.44836911
200,0.6,70,35,10,0.961166667,0.963,0.4845,0.5295,0.781,0.802,pca,2202.228105,0.106195188,2.454225092,0.297950988,0.135273386,10.44836911
200,0.6,70,35,15,0.964555556,0.967666667,0.532666667,0.532333333,0.792111111,0.823777778,pca,2202.228105,0.106195188,2.454225092,0.297950988,0.135273386,10.44836911
200,0.6,70,50,1,0.945,0.945,0.161666667,0.256666667,0.705,0.648333333,dw_pmad,2175.530408,0.202195471,2.464766745,0.30408449,0.223002779,10.14285298
200,0.6,70,50,3,0.947222222,0.953888889,0.298333333,0.446111111,0.736666667,0.707222222,pca,2175.530408,0.202195471,2.464766745,0.30408449,0.223002779,10.14285298
200,0.6,70,50,6,0.96,0.965555556,0.409444444,0.563611111,0.77,0.769166667,pca,2175.530408,0.202195471,2.464766745,0.30408449,0.223002779,10.14285298
200,0.6,70,50,10,0.96,0.963,0.4845,0.5295,0.781,0.802,pca,2175.530408,0.202195471,2.464766745,0.30408449,0.223002779,10.14285298
200,0.6,70,50,15,0.963888889,0.967666667,0.532666667,0.532333333,0.792111111,0.823777778,pca,2175.530408,0.202195471,2.464766745,0.30408449,0.223002779,10.14285298
200,0.6,70,10000,1,0.93,0.945,0.161666667,0.256666667,0.705,0.648333333,pca,1666.261978,0.133836437,2.479977297,0.318449935,0.123369122,10.56894308
200,0.6,70,10000,3,0.938888889,0.953888889,0.298333333,0.446111111,0.736666667,0.707222222,pca,1666.261978,0.133836437,2.479977297,0.318449935,0.123369122,10.56894308
200,0.6,70,10000,6,0.954166667,0.965555556,0.409444444,0.563611111,0.77,0.769166667,pca,1666.261978,0.133836437,2.479977297,0.318449935,0.123369122,10.56894308
200,0.6,70,10000,10,0.955166667,0.963,0.4845,0.5295,0.781,0.802,pca,1666.261978,0.133836437,2.479977297,0.318449935,0.123369122,10.56894308
200,0.6,70,10000,15,0.960666667,0.967666667,0.532666667,0.532333333,0.792111111,0.823777778,pca,1666.261978,0.133836437,2.479977297,0.318449935,0.123369122,10.56894308
200,0.05,60,1,1,0.383333333,0.388333333,0.161666667,0.208333333,0.368333333,0.341666667,pca,366.4121391,0.027610566,16.0509397,0.254563223,0.272462968,5.85745181
200,0.05,60,1,3,0.432777778,0.443888889,0.284444444,0.306666667,0.362777778,0.428333333,pca,366.4121391,0.027610566,16.0509397,0.254563223,0.272462968,5.85745181
200,0.05,60,1,6,0.500277778,0.508611111,0.403333333,0.408333333,0.427777778,0.490277778,pca,366.4121391,0.027610566,16.0509397,0.254563223,0.272462968,5.85745181
200,0.05,60,1,10,0.546333333,0.561166667,0.487833333,0.4415,0.4805,0.538833333,pca,366.4121391,0.027610566,16.0509397,0.254563223,0.272462968,5.85745181
200,0.05,60,1,15,0.591888889,0.602111111,0.531222222,0.473,0.513777778,0.585888889,pca,366.4121391,0.027610566,16.0509397,0.254563223,0.272462968,5.85745181
200,0.05,60,6,1,0.375,0.388333333,0.161666667,0.208333333,0.368333333,0.341666667,pca,166.5225158,0.022347103,1.404826565,0.264331367,0.136791507,5.998811849
200,0.05,60,6,3,0.447222222,0.443888889,0.284444444,0.306666667,0.362777778,0.428333333,dw_pmad,166.5225158,0.022347103,1.404826565,0.264331367,0.136791507,5.998811849
200,0.05,60,6,6,0.504444444,0.508611111,0.403333333,0.408333333,0.427777778,0.490277778,pca,166.5225158,0.022347103,1.404826565,0.264331367,0.136791507,5.998811849
200,0.05,60,6,10,0.559,0.561166667,0.487833333,0.4415,0.4805,0.538833333,pca,166.5225158,0.022347103,1.404826565,0.264331367,0.136791507,5.998811849
200,0.05,60,6,15,0.603888889,0.602111111,0.531222222,0.473,0.513777778,0.585888889,dw_pmad,166.5225158,0.022347103,1.404826565,0.264331367,0.136791507,5.998811849
200,0.05,60,12,1,0.356666667,0.388333333,0.161666667,0.208333333,0.368333333,0.341666667,pca,165.3707291,0.010959904,1.304665166,0.255491298,0.162620458,5.842374114
200,0.05,60,12,3,0.432777778,0.443888889,0.284444444,0.306666667,0.362777778,0.428333333,pca,165.3707291,0.010959904,1.304665166,0.255491298,0.162620458,5.842374114
200,0.05,60,12,6,0.501944444,0.508611111,0.403333333,0.408333333,0.427777778,0.490277778,pca,165.3707291,0.010959904,1.304665166,0.255491298,0.162620458,5.842374114
200,0.05,60,12,10,0.546333333,0.561166667,0.487833333,0.4415,0.4805,0.538833333,pca,165.3707291,0.010959904,1.304665166,0.255491298,0.162620458,5.842374114
200,0.05,60,12,15,0.596,0.602111111,0.531222222,0.473,0.513777778,0.585888889,pca,165.3707291,0.010959904,1.304665166,0.255491298,0.162620458,5.842374114
200,0.05,60,18,1,0.381666667,0.388333333,0.161666667,0.208333333,0.368333333,0.341666667,pca,167.0789003,0.011467094,1.287866293,0.255406177,0.135947066,5.501700348
200,0.05,60,18,3,0.442777778,0.443888889,0.284444444,0.306666667,0.362777778,0.428333333,pca,167.0789003,0.011467094,1.287866293,0.255406177,0.135947066,5.501700348
200,0.05,60,18,6,0.503888889,0.508611111,0.403333333,0.408333333,0.427777778,0.490277778,pca,167.0789003,0.011467094,1.287866293,0.255406177,0.135947066,5.501700348
200,0.05,60,18,10,0.556333333,0.561166667,0.487833333,0.4415,0.4805,0.538833333,pca,167.0789003,0.011467094,1.287866293,0.255406177,0.135947066,5.501700348
200,0.05,60,18,15,0.603555556,0.602111111,0.531222222,0.473,0.513777778,0.585888889,dw_pmad,167.0789003,0.011467094,1.287866293,0.255406177,0.135947066,5.501700348
200,0.05,60,25,1,0.361666667,0.388333333,0.161666667,0.208333333,0.368333333,0.341666667,pca,167.2154068,0.011498555,1.281012995,0.263499697,0.109145578,5.601296447
200,0.05,60,25,3,0.43,0.443888889,0.284444444,0.306666667,0.362777778,0.428333333,pca,167.2154068,0.011498555,1.281012995,0.263499697,0.109145578,5.601296447
200,0.05,60,25,6,0.494722222,0.508611111,0.403333333,0.408333333,0.427777778,0.490277778,pca,167.2154068,0.011498555,1.281012995,0.263499697,0.109145578,5.601296447
200,0.05,60,25,10,0.547833333,0.561166667,0.487833333,0.4415,0.4805,0.538833333,pca,167.2154068,0.011498555,1.281012995,0.263499697,0.109145578,5.601296447
200,0.05,60,25,15,0.589666667,0.602111111,0.531222222,0.473,0.513777778,0.585888889,pca,167.2154068,0.011498555,1.281012995,0.263499697,0.109145578,5.601296447
200,0.05,60,35,1,0.366666667,0.388333333,0.161666667,0.208333333,0.368333333,0.341666667,pca,165.8855677,0.009937198,1.363692341,0.256046589,0.076523981,5.345234791
200,0.05,60,35,3,0.423888889,0.443888889,0.284444444,0.306666667,0.362777778,0.428333333,pca,165.8855677,0.009937198,1.363692341,0.256046589,0.076523981,5.345234791
200,0.05,60,35,6,0.490555556,0.508611111,0.403333333,0.408333333,0.427777778,0.490277778,pca,165.8855677,0.009937198,1.363692341,0.256046589,0.076523981,5.345234791
200,0.05,60,35,10,0.547166667,0.561166667,0.487833333,0.4415,0.4805,0.538833333,pca,165.8855677,0.009937198,1.363692341,0.256046589,0.076523981,5.345234791
200,0.05,60,35,15,0.588555556,0.602111111,0.531222222,0.473,0.513777778,0.585888889,pca,165.8855677,0.009937198,1.363692341,0.256046589,0.076523981,5.345234791
200,0.05,60,50,1,0.368333333,0.388333333,0.161666667,0.208333333,0.368333333,0.341666667,pca,168.4909939,0.012711222,1.365100644,0.263714577,0.130008288,5.313861288
200,0.05,60,50,3,0.432777778,0.443888889,0.284444444,0.306666667,0.362777778,0.428333333,pca,168.4909939,0.012711222,1.365100644,0.263714577,0.130008288,5.313861288
200,0.05,60,50,6,0.497777778,0.508611111,0.403333333,0.408333333,0.427777778,0.490277778,pca,168.4909939,0.012711222,1.365100644,0.263714577,0.130008288,5.313861288
200,0.05,60,50,10,0.548333333,0.561166667,0.487833333,0.4415,0.4805,0.538833333,pca,168.4909939,0.012711222,1.365100644,0.263714577,0.130008288,5.313861288
200,0.05,60,50,15,0.596222222,0.602111111,0.531222222,0.473,0.513777778,0.585888889,pca,168.4909939,0.012711222,1.365100644,0.263714577,0.130008288,5.313861288
200,0.05,60,10000,1,0.361666667,0.388333333,0.161666667,0.208333333,0.368333333,0.341666667,pca,139.2530392,0.009940259,1.340108053,0.266316417,0.109081264,5.417658253
200,0.05,60,10000,3,0.428888889,0.443888889,0.284444444,0.306666667,0.362777778,0.428333333,pca,139.2530392,0.009940259,1.340108053,0.266316417,0.109081264,5.417658253
200,0.05,60,10000,6,0.497777778,0.508611111,0.403333333,0.408333333,0.427777778,0.490277778,pca,139.2530392,0.009940259,1.340108053,0.266316417,0.109081264,5.417658253
200,0.05,60,10000,10,0.542333333,0.561166667,0.487833333,0.4415,0.4805,0.538833333,pca,139.2530392,0.009940259,1.340108053,0.266316417,0.109081264,5.417658253
200,0.05,60,10000,15,0.587777778,0.602111111,0.531222222,0.473,0.513777778,0.585888889,pca,139.2530392,0.009940259,1.340108053,0.266316417,0.109081264,5.417658253
200,0.1,60,1,1,0.538333333,0.55,0.148333333,0.238333333,0.435,0.458333333,pca,340.0151986,0.01183209,1.469607031,0.255789853,0.146374894,6.555847345
200,0.1,60,1,3,0.604444444,0.608888889,0.305555556,0.362777778,0.473333333,0.53,pca,340.0151986,0.01183209,1.469607031,0.255789853,0.146374894,6.555847345
200,0.1,60,1,6,0.670833333,0.675277778,0.407222222,0.474722222,0.53,0.584166667,pca,340.0151986,0.01183209,1.469607031,0.255789853,0.146374894,6.555847345
200,0.1,60,1,10,0.711166667,0.707666667,0.487,0.488833333,0.565333333,0.638,dw_pmad,340.0151986,0.01183209,1.469607031,0.255789853,0.146374894,6.555847345
200,0.1,60,1,15,0.744666667,0.747444444,0.531666667,0.506222222,0.599333333,0.675777778,pca,340.0151986,0.01183209,1.469607031,0.255789853,0.146374894,6.555847345
